ARTICOLO,DES_ART,DES_ART2,UMIS,IVA,CLASSE_EQ,SOTTOCLASSE,GRUPPO_MERC,CLASSE_PROV,CLASSE_SCONTO,MODELLO_ART,GRUPPO_ART1,GRUPPO_ART2,GRUPPO_ART3,GRUPPO_ART4,GRUPPO_ART5,GRUPPO_ART6,GRUPPO_ART7,GRUPPO_ART8,GRUPPO_ART9,GRUPPO_ART10,GRUPPO_ART11,GRUPPO_ART12,ARTICOLO_CLI,FORNITORI_1,FORNITORI_2,FORNITORI_3,ART_FORNITORI_1,ART_FORNITORI_2,ART_FORNITORI_3,PREZZI_FOR_1,PREZZI_FOR_2,PREZZI_FOR_3,VALUTE_FOR_1,VALUTE_FOR_2,VALUTE_FOR_3,PREZZI_FOR_VAL_1,PREZZI_FOR_VAL_2,PREZZI_FOR_VAL_3,DATA_PREZZI_FOR_1,DATA_PREZZI_FOR_2,DATA_PREZZI_FOR_3,ULTIMO_COSTO,ULTIMO_ACQ,ULTIMO_PREZZO,ULTIMA_VEND,UMIS_VEND,CONV_UM,UMIS_ACQ,CONV_UM_ACQ,COLLOCAZIONE,PEZZI_CONF,PEZZI_SUBC,DIMS_1,DIMS_2,DIMS_3,DIMS_EXTRA_1,DIMS_EXTRA_2,DIMS_EXTRA_3,PESO,PESO_LORDO_ART,TARA_ART,CAPACITA_ART,SCORTA_MINIMA,SCORTA_LIMITE,TEMPO_RIORDINO,LOTTO_RIORDINO,TIPO_LOTTO_RIORD,INTERVALLO_RIORD,G_MESE_RIORD,G_WEEK_RIORD,PIANIFICATORE,MATERIALE_ART,CODICE_VINO,TIPO_ACCISA,COSTO_PRODUZIONE,QT_LOGISTICA,GIORNI_VAL,MESI_SCAD_REV_IMP,MESI_SCAD_COLL_IMP,DES_CONFEZIONE_STD,NUM_CONF_BANCALE,ALTEZZA_CONF_STD,NUM_CONF_STRATO,MAG_LOGISTICA_STD,FILA_STD,PIANO_STD,BOX_STD,TIPO_IMBALLO_STD,ANNO_LIFO,NAZIONE_PROD,BAR_CODE_EAN13,MOV_MAG,ORDINABILE,PRODUCIBILE,CONSEGNABILE_CLI,ARTICOLO_AP,PRODOTTO_IE,ART_FANTASMA,ART_OPZIONE,SCONTABILE,APPL_PROV,CONTROLLO_QUAL,CONTROLLO_LOTTO,SER_NUM_LOTTI_ON,RICALCOLO_LOTTO,RICALCOLO_SCORTA,RICALCOLO_T_RIORD,INTRASTAT_ON,MAG_LOGISTICA_ON,MRP_IGNORA_MAG,ART_CONSUMO_DB,ART_NO_PREL_RPRO,ARTICOLO_KIT,ART_PEZZE,ART_COLORATO,DATA_INS,OP_AN_ART,ROWID
1 A287390,COPRI ATTACCO A MURO,ATTCOPSTEPGR  <1125>,PZ,22,2662,,1 22,,,,,,,,,,,,,,,,ATTCOPSTEPGR,,,,,,,0,0,0,,,,0,0,0,,,,0,,0.694,20180511,,0,,0,,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20161114,M,AAiSBdAAFAAAXTmAAN
1 A287400,ATTACCO MURO,ATTMURSTEPGR  <1125>,PZ,22,2662,,1 22,,,,,,,,,,,,,,,,ATTMURSTEPGR,,,,,,,0,0,0,,,,0,0,0,,,,0,,0.462,20180511,,0,,0,,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20161114,M,AAiSBdAAFAAAXTmAAO
1 A287410,MORSETTO VERNICIATO 35CM D.30,CL.01,PZ,22,2662,,1 22,,,,,,,,,,,,,,,,ATTMORS3001,,,,,,,0,0,0,,,,0,0,0,,,,0,,9.039,20170124,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20161114,,AAiSBdAAFAAAXTmAAR
1 A287420,MORSETTO VERNICIATO 35CM D.30,CL.01 <1127> <241>,PZ,22,2662,,1 22,,,,,,,,,,,,,,,,ATTMORS3001,,,,,,,0,0,0,,,,0,0,0,,,,0,,1.65,20180410,,0,,0,,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20161121,M,AAiSBdAAFAAAXUQAAI
1 A287430,MORSETTO VERNICIATO 35CM 50X10,CL.01 <1126> <241>,PZ,22,2662,,1 22,,,,,,,,,,,,,,,,ATTMORS5001,,,,,,,0,0,0,,,,0,0,0,,,,0,,1.7,20180308,,0,,0,,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20161121,M,AAiSBdAAFAACD4eAAA
1 A287440,ROTORE  8 GRAMMI,13025511  NIKELATO <1104>,PZ,22,5020,,1 22,,,,,,,,,,,,,,,CHAL,13025511,,,,,,,0,0,0,,,,0,0,0,,,,0,,6.3,20180409,,0,,0,,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20161202,M,AAiSBdAAFAAAXTXAAD
1 A287460,BRACCETTO X TUBO 50X10 <1126>,ATTBRACCET50,N,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0,0,,,,0,,0,,,0,,0,,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,,M,AAiSBdAAFAAAXTcAAC
1 A287470,LIBERO,,PZ,22,,,,,,,,,,,,,,,,,,,AL_047,,,,,,,0,0,0,,,,0,0,0,,,,0,,0,,,0,,0,,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170208,M,AAiSBdAAFAAAXSRAAH
1 A287480,SUPPORTO GREZZO GR.2.5,LEGA L91 <1121-01> 12500300/G,PZ,22,5052,,1 22,,,,,,,,,,,,,,,,12500300/G,,,,,,,0,0,0,,,,0,0,0,,,,0,,1,20180321,,0,,0,,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,,M,AAiSBdAAFAACD4JAAB
1 A287481,SUPPORTO GREZZO GR.2.5 BASSO,LEGA L91  12500301/G <1121-02>,PZ,22,5052,,1 22,,,,,,,,,,,,,,,,12500301/G,,,,,,,0,0,0,,,,0,0,0,,,,0,,1.9,20180123,,0,,0,,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170711,M,AAiSBdAAFAAAXTqAAI
1 A287600,GEHAUSE ROTHEIL HM4315,1514-326-204 VERSIONE D <1132>,PZ,22,10859,,1 22,,,,,,,,,,,,,,,,1514-326-204,,,,,,,0,0,0,,,,0,0,0,,,,0,,1.85,20171009,,0,,0,,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170217,M,AAiSBdAAFAACD4YAAK
1 A287610,CALOTTA ANTERIORE CON PIEDINI,D.90/8 FORI <1133>,PZ,22,4653,,1 22,,,,,,,,,,,,,,,,AL_049,,,,,,,0,0,0,,,,0,0,0,,,,0,,1.758,20170213,,0,,0,,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,,,AAiSBdAAFAAAXTrAAS
1 A287620,CALOTTA POSTERIORE D.90 PIATTA,CON LOGO  <1133>,PZ,22,4653,,1 22,,,,,,,,,,,,,,,,AL_047,,,,,,,0,0,0,,,,0,0,0,,,,0,,1.297,20170213,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170217,,AAiSBdAAFAAAXTnAAQ
1 A287630,SUPPORTO MONTANTE LAT. SELENE,<1138>,PZ,22,4206,,1 22,,,,,,,,,,,,,,,,AL_047,,,,,,,0,0,0,,,,0,0,0,,,,0,,6.5,20170327,,0,,0,,0,0,0,0,0,0,0,0,670,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170225,,AAiSBdAAFAAAXT3AAE
1 A287640,PARTE DX  SCATOLA  SUPPORTO,SLSUP100D  <1139>,PZ,22,5062,,1 22,,,,,,,,,,,,,,,,SLSUP100D,,,,,,,0,0,0,,,,0,0,0,,,,0,,1.488,20170503,,0,,0,,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170228,M,AAiSBdAAFAAAXTNAAS
1 A287650,PARTE SX  SCATOLA  SUPPORTO,SLSUP100S  <1139>,PZ,22,5062,,1 22,,,,,,,,,,,,,,,,SLSUP100S,,,,,,,0,0,0,,,,0,0,0,,,,0,,1.488,20170503,,0,,0,,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170228,M,AAiSBdAAFAAAXTNAAR
1 A287660,PARTE DX  SCATOLA  SUPPORTO,SULSUP244D  <1141>,PZ,22,5062,,1 22,,,,,,,,,,,,,,,,SLSUP244D,,,,,,,0,0,0,,,,0,0,0,,,,0,,1.549,20170503,,0,,0,,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170228,M,AAiSBdAAFAAAXTNAAU
1 A287670,PARTE SX  SCATOLA  SUPPORTO,SULSUP244S  <1141>,PZ,22,5062,,1 22,,,,,,,,,,,,,,,,SLSUP244S,,,,,,,0,0,0,,,,0,0,0,,,,0,,1.549,20170503,,0,,0,,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170228,M,AAiSBdAAFAAAXTNAAT
1 A287680,COPERTURA SUPERIORE 119GV685,BARRIERA LUNGA   <1102>,PZ,22,4303,,1 22,,,,,CAME,,,,,,,,,,,119GV685,,,,,,,0,0,0,,,,0,0,0,,,,0,,9.56,20180427,,0,,0,,0,0,0,0,0,0,0,0,730,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,,M,AAiSBdAAFAAAXSNAAQ
1 A287690,COPERCHIO SUPERIORE 119GV683,BARRIERA CORTA  <1103>,PZ,22,4303,,1 22,,,,,CAME,,,,,,,,,,,119GV683,,,,,,,0,0,0,,,,0,0,0,,,,0,,4.1,20170404,,0,,0,,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170317,M,AAiSBdAAFAACD4aAAF
1 A287700,GEHAUSE ROHTEIL HM 4326,1313-336-211 <1144>,PZ,22,10859,,1 22,,,,,,,,,,,,,,,CHAL,1313-336-211,,,,,,,0,0,0,,,,0,0,0,,,,0,,1.053,20171222,,0,,0,,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170320,M,AAiSBdAAFAACD4ZAAD
1 A287710,DECKEL ROHTEIL  HM4337,1313-336-209 <1144>,PZ,22,10859,,1 22,,,,,,,,,,,,,,,CHAL,1313-336-209,,,,,,,0,0,0,,,,0,0,0,,,,0,,0.753,20171222,,0,,0,,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170320,M,AAiSBdAAFAACD4YAAL
1 A287720,BRACCETTO X DIAMETRO 30X8,ATTBRACCET308,PZ,22,10740,,1 22,,,,,,,,,,,,,,,CHAL,ATTBRACCET308,,,,,,,0,0,0,,,,0,0,0,,,,0,,0.266,20171201,,0,,0,,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170329,M,AAiSBdAAFAACD4GAAE
1 A287730,ATTACCO X RADIATORE DIAM.30X8,ATTRADDIA308,PZ,22,10740,,1 22,,,,,,,,,,,,,,,CHAL,ATTRADDIA308,,,,,,,0,0,0,,,,0,0,0,,,,0,,0.65,20171201,,0,,0,,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170329,M,AAiSBdAAFAACD4GAAF
1 A287740,INFER.SCORR. KALOS XL AM GR SC,VERNIC.MATER.105<1135>64104912,PZ,22,5060,,1 22,,,,,,,,,,,,,,,,64104912,,,,,,,0,0,0,,,,0,0,0,,,,0,,6.41,20180525,,0,,0,,0,0,0,0,0,0,0,0,969,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170331,M,AAiSBdAAFAAAXQTAAW
1 A287750,PROTEZ. PIGNONE SCORR. KALOS,VERNIC.MATER.105<1135>64104913,PZ,22,5060,,1 22,,,,,,,,,,,,,,,CHAL,64104913,,,,,,,0,0,0,,,,0,0,0,,,,0,,0.9,20180525,,0,,0,,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170331,M,AAiSBdAAFAAAXT3AAH
1 A287760,SUPER. SCORR. KALOS XL AM GR.,VERNIC.MATER.105<1134>64104917,PZ,22,5060,,1 22,,,,,,,,,,,,,,,,64104917,,,,,,,0,0,0,,,,0,0,0,,,,0,,7.46,20180525,,0,,0,,0,0,0,0,0,0,0,0,1045,0,0,0,0,0,0,1000,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170331,M,AAiSBdAAFAAAXT3AAO
1 A287770,SPORTELL.SBLO.SCORREV. KALOS,VERN. MATER.105 <1134>64104918,PZ,22,5060,,1 22,,,,,,,,,,,,,,,CHAL,64104918,,,,,,,0,0,0,,,,0,0,0,,,,0,,0.9,20180525,,0,,0,,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,1000,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170331,M,AAiSBdAAFAACD4TAAB
1 A287780,GREZZO PRESSOFUSO COPERCHIO XV,200.0236.Z <114701>,PZ,22,5031,,1 22,,,,,VIVO,,,,,,,,,,,200.0236.Z,,,,,,,0,0,0,,,,0,0,0,,,,0,,1.883,20180213,,0,,0,,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170412,M,AAiSBdAAFAAAXUTAAR
1 A287790,GREZZO PRESSOFUSO BASE diam.,"36,5 XV      200.0238.Z",PZ,22,5031,,1 22,,,,,VIVO,,,,,,,,,,,200.0238.Z,,,,,,,0,0,0,,,,0,0,0,,,,0,,1.967,20180222,,0,,0,,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170412,M,AAiSBdAAFAAAXO/AAN
1 A287800,GREZZO PRESSOFUSO BASE FEMMINA,"d.36,5 serie 200.0241 <114701>",PZ,22,5031,,1 22,,,,,VIVO,,,,,,,,,,,200.0241.Z,,,,,,,0,0,0,,,,0,0,0,,,,0,,1.924,20180219,,0,,0,,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170412,M,AAiSBdAAFAAAXTMAAJ
1 A287810,PIASTRA PRESS.ART.370 XART.155,DIS. G1502 <1152>,PZ,22,5065,,1 22,,,,,,,,,,,,,,,,G1502,,,,,,,0,0,0,,,,0,0,0,,,,0,,1.55,20180227,,0,,0,,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,3000,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170419,M,AAiSBdAAFAAAXUNAAA
1 A287820,BRACCETTO SPOT VERNIC.BIANCO,RAL9003  <1136>,PZ,22,5059,,1 22,,,,,,,,,,,,,,,,2006BRCT1036-1,,,,,,,0,0,0,,,,0,0,0,,,,0,,3.5,20180124,,0,,0,,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170428,M,AAiSBdAAFAAAXUTAAG
1 A287821,BRACCETTO VERNIC.NERO 5 GLOSS,RAL 9005 OP,PZ,22,5059,,1 22,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0,0,,,,0,,3.5,20171207,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170627,M,AAiSBdAAFAAAXTVAAC
1 A287823,BRACCETTO LAVORATO CON,FOSFOGRASSAGGIO,PZ,22,5059,,1 22,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0,0,,,,0,,2.98,20171122,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,,M,AAiSBdAAFAAAXT5AAT
1 A287830,CORPO SPOT PRO D.83 MM. BIANCO,RAL 9003  <1137>,PZ,22,5059,,1 22,,,,,,,,,,,,,,,,2006CRP01050-1,,,,,,,0,0,0,,,,0,0,0,,,,0,,10,20180131,,0,,0,,0,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170428,M,AAiSBdAAFAACD43AAE
1 A287831,CORPO SPOT PRO D.83 MM.NERO,5 GLOSS (RAL 9005 OP)<1137>,PZ,22,5059,,1 22,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0,0,,,,0,,10,20180131,,0,,0,,0,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170626,M,AAiSBdAAFAACD4rAAJ
1 A287840,"GREZZO PRESSOFUSO BASE 50,8XV3",300.0132.Z  <1150>,PZ,22,5031,,1 22,,,,,,,,,,,,,,,CHAL,300.0132.Z,,,,,,,0,0,0,,,,0,0,0,,,,0,,5.33,20180321,,0,,0,,0,0,0,0,0,0,0,0,1113,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170505,M,AAiSBdAAFAAAXURAAJ
1 A287850,GREZZO PRESSOFUSO BASE FEMMINA,"50,8 XV3 -300.0133.Z <114901>",PZ,22,5031,,1 22,,,,,,,,,,,,,,,,300.0133.Z,,,,,,,0,0,0,,,,0,0,0,,,,0,,5.272,20180329,,0,,0,,0,0,0,0,0,0,0,0,1088,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170505,M,AAiSBdAAFAAAXURAAL
1 A287860,GREZZO PRESSOFUSO COPERCHIO,XV3   300.0134.Z  <114901>,PZ,22,5031,,1 22,,,,,,,,,,,,,,,,300.0134.Z,,,,,,,0,0,0,,,,0,0,0,,,,0,,4.65,20180321,,0,,0,,0,0,0,0,0,0,0,0,842,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170505,M,AAiSBdAAFAAAXUTAAF
1 A287880,FLANGIA GR40 8B DV HIDAC dis.,DIS.11062<1159>,PZ,22,5063,,1 22,,,,,,,,,,,,,,,,MPFUSALPFL408BDV-H,,,,,,,0,0,0,,,,0,0,0,,,,0,,3.557,20180423,,0,,0,,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170516,M,AAiSBdAAFAACD4HAAE
1 A287890,FLANGIA SAEA GR38 DIS.6172,<1142/02>,PZ,22,5063,,1 22,,,,,,,,,,,,,,,,MPFUSALFLSAEAGR38,,,,,,,0,0,0,,,,0,0,0,,,,0,,2.528,20180409,,0,,0,,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170517,M,AAiSBdAAFAAAXUSAAT
1 A287910,BOCCOLA 200.0480.A GR2,<1140>,PZ,22,5031,,1 22,,,,,,,,,,,,,,,,200.0480.A,,,,,,,0,0,0,,,,0,0,0,,,,0,,2.5,20170705,,0,,0,,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170614,M,AAiSBdAAFAACD4fAAG
1 A287920,BOCCOLA  AF.A000904.A     -025,<1120>  alt.totale 17mm,PZ,22,,,1 22,,,,,,,,,,,,,,,CHAL,,,,,,,,0,0,0,,,,0,0,0,,,,0,,0.35,20180529,,0,,0,,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170623,M,AAiSBdAAFAAAXTaAAR
1 A287931,CORPO SPOT VERNIC.,BIANCO RAL 9003 OP<1137>,PZ,22,5059,,1 22,,,,,,,,,,,,,,,,2006CRP01036-1,,,,,,,0,0,0,,,,0,0,0,,,,0,,8.5,20180124,,0,,0,,0,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170626,M,AAiSBdAAFAACD43AAG
1 A287932,CORPO SPOT VERN. NERO 5 GLOSS,(RAL 9005 OP)<1137>,PZ,22,5059,,1 22,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0,0,,,,0,,8.5,20171207,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170626,M,AAiSBdAAFAACD4nAAV
1 A287933,CORPO SPOT  C/LAV.MECCANICHE,E FOSFOGRASSAGGIO,PZ,22,5059,,1 22,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0,0,,,,0,,7.655,20171122,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20171120,M,AAiSBdAAFAAAXT5AAP
1 A287940,FLANGIA GR55-60-70 SMU(12910),<1160>,PZ,22,5063,,1 22,,,,,,,,,,,,,,,,MOFUSALFL55-60-70SMU,,,,,,,0,0,0,,,,0,0,0,,,,0,,5.273,20180416,,0,,0,,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170630,M,AAiSBdAAFAACD4FAAA
1 A287970,STAFFA FISSAGGIO SEMISUPP.,CAMPUS DIS.98025  <1182>,PZ,22,5088,,1 22,,,,,,,,,,,,,,,,26080063,,,,,,,0,0,0,,,,0,0,0,,,,0,,1.85,20171002,,0,,0,,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20170720,M,AAiSBdAAFAACD4oAAH
