ARTICOLO,DES_ART,DES_ART2,UMIS,IVA,CLASSE_EQ,SOTTOCLASSE,GRUPPO_MERC,CLASSE_PROV,CLASSE_SCONTO,MODELLO_ART,GRUPPO_ART1,GRUPPO_ART2,GRUPPO_ART3,GRUPPO_ART4,GRUPPO_ART5,GRUPPO_ART6,GRUPPO_ART7,GRUPPO_ART8,GRUPPO_ART9,GRUPPO_ART10,GRUPPO_ART11,GRUPPO_ART12,ARTICOLO_CLI,FORNITORI_1,FORNITORI_2,FORNITORI_3,ART_FORNITORI_1,ART_FORNITORI_2,ART_FORNITORI_3,PREZZI_FOR_1,PREZZI_FOR_2,PREZZI_FOR_3,VALUTE_FOR_1,VALUTE_FOR_2,VALUTE_FOR_3,PREZZI_FOR_VAL_1,PREZZI_FOR_VAL_2,PREZZI_FOR_VAL_3,DATA_PREZZI_FOR_1,DATA_PREZZI_FOR_2,DATA_PREZZI_FOR_3,ULTIMO_COSTO,ULTIMO_ACQ,ULTIMO_PREZZO,ULTIMA_VEND,UMIS_VEND,CONV_UM,UMIS_ACQ,CONV_UM_ACQ,COLLOCAZIONE,PEZZI_CONF,PEZZI_SUBC,DIMS_1,DIMS_2,DIMS_3,DIMS_EXTRA_1,DIMS_EXTRA_2,DIMS_EXTRA_3,PESO,PESO_LORDO_ART,TARA_ART,CAPACITA_ART,SCORTA_MINIMA,SCORTA_LIMITE,TEMPO_RIORDINO,LOTTO_RIORDINO,TIPO_LOTTO_RIORD,INTERVALLO_RIORD,G_MESE_RIORD,G_WEEK_RIORD,PIANIFICATORE,MATERIALE_ART,CODICE_VINO,TIPO_ACCISA,COSTO_PRODUZIONE,QT_LOGISTICA,GIORNI_VAL,MESI_SCAD_REV_IMP,MESI_SCAD_COLL_IMP,DES_CONFEZIONE_STD,NUM_CONF_BANCALE,ALTEZZA_CONF_STD,NUM_CONF_STRATO,MAG_LOGISTICA_STD,FILA_STD,PIANO_STD,BOX_STD,TIPO_IMBALLO_STD,ANNO_LIFO,NAZIONE_PROD,BAR_CODE_EAN13,MOV_MAG,ORDINABILE,PRODUCIBILE,CONSEGNABILE_CLI,ARTICOLO_AP,PRODOTTO_IE,ART_FANTASMA,ART_OPZIONE,SCONTABILE,APPL_PROV,CONTROLLO_QUAL,CONTROLLO_LOTTO,SER_NUM_LOTTI_ON,RICALCOLO_LOTTO,RICALCOLO_SCORTA,RICALCOLO_T_RIORD,INTRASTAT_ON,MAG_LOGISTICA_ON,MRP_IGNORA_MAG,ART_CONSUMO_DB,ART_NO_PREL_RPRO,ARTICOLO_KIT,ART_PEZZE,ART_COLORATO,DATA_INS,OP_AN_ART,ROWID
1 A283681,SEMIGUSCIO INFERIORE VERNICIAT,DIS. T176  <857>,PZ,22,4303,,1 22,,,,,CAME,M001,,,,,,,,,CHAL,119DT176,,,,,,,0,0,0,,,,0,0,0,,,,0,,2.242,20180511,,0,,0,,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,3000,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20160418,M,AAiSBdAAFAACD42AAB
1 A283690,STELO SUPERIORE CORTO dis.T177,<85601>,PZ,22,4303,,1 22,,,,,CAME,,,,,,,,,,CHAL,99T177,,,,,,,0,0,0,,,,0,0,0,,,,1.171,20090611,2.242,20160324,,0,,0,,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,3000,0,,,,900085601,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20011117,,AAiSBdAAFAAAXQfAAO
1 A283691,STELO SUPERIORE CORTO DIS.T177,VERNICIATO   <85601>,PZ,22,4303,,1 22,,,,,CAME,,,,,,,,,,CHAL,119DT177,,,,,,,0,0,0,,,,0,0,0,,,,0,,2.242,20180502,,0,,0,,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,3000,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20160418,M,AAiSBdAAFAACD4yAAI
1 A283700,STELO INFERIORE CORTO dis.T178,<107700>,PZ,22,4303,,1 22,,,,,CAME,,,,,,,,,,CHAL,99T178,,,,,,,0,0,0,,,,0,0,0,,,,1.046,20090611,2.242,20160315,,0,,0,,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,3000,0,,,,900107700,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20011217,,AAiSBdAAFAAAXThAAB
1 A283701,STELO INFERIORE CORTO dis.T178,<107700> VERNICIATO,PZ,22,4303,,1 22,,,,,CAME,,,,,,,,,,CHAL,119DT178,,,,,,,0,0,0,,,,0,0,0,,,,0,,2.242,20180517,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20160418,M,AAiSBdAAFAACD4YAAD
1 A283710,STELO SUPERIORE LUNGO GREZZO d,is. T189 <856>,PZ,22,4303,,1 22,,,,,CAME,,,,,,,,,,CHAL,99T189,,,,,,,0,0,0,,,,0,0,0,,,,1.412,20090611,2.15,20160413,,0,,0,,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,2200,0,,,,900085600,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20020129,,AAiSBdAAFAAAXThAAE
1 A283711,STELO SUPERIORE LUNGO DIS.,T189  <856> VERNICIATO RAL9023,PZ,22,4303,,1 22,,,,,CAME,,,,,,,,,,CHAL,119DT189,,,,,,,0,0,0,,,,0,0,0,,,,0,,2.9,20180509,,0,,0,,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,2200,0,,,,900085600,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,,M,AAiSBdAAFAAAXUOAAS
1 A283720,STELO INFERIORE LUNGO GREZZO d,is. T190 <107600>,PZ,22,4303,,1 22,,,,,CAME,,,,,,,,,,CHAL,99T190,,,,,,,0,0,0,,,,0,0,0,,,,1.403,20090611,2.15,20160412,,0,,0,,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,2200,0,,,,900107600,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20020129,,AAiSBdAAFAAAXT2AAQ
1 A283721,STELO INFERIORE LUNGO VER.,RAL7024 T190 <1076>,PZ,22,4303,,1 22,,,,,CAME,,,,,,,,,,CHAL,119DT190,,,,,,,0,0,0,,,,0,0,0,,,,0,,2.9,20180510,,0,,0,,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20161010,M,AAiSBdAAFAACD4yAAJ
1 A283740,SEMIGUSCIO INFERIORE ATTUATORE,3 MT <863>,PZ,22,4699,,1 22,,,,,,,,,,,,,,,CHAL,SFZ.014.001,,,,,,,0,0,0,,,,0,0,0,,,,5.696,20090611,5.263,20130731,,0,,0,,0,0,0,0,0,0,0,0,1150,0,0,0,0,0,0,0,0,,,,900086300,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20020129,,AAiSBdAAFAABydeAAG
1 A283750,SEMIGUSCIO SUPERIORE ATTUATORE,3MT  <863>,PZ,22,4699,,1 22,,,,,,,,,,,,,,,CHAL,SFZ.014.002,,,,,,,0,0,0,,,,0,0,0,,,,5.45,20090226,8.588,20130731,,0,,0,,0,0,0,0,0,0,0,0,1750,0,0,0,0,0,0,0,0,,,,900086300,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20120705,,AAiSBdAAFAAAXOgAAK
1 A283760,GUSCIO CONDOTTO S2 SX,COD.5052580<864> Finito,PZ,22,4724,,1 22,,,,,,,,,,,,,,,,5052580A,,,,,,,0,0,0,,,,0,0,0,,,,0.736,20090303,1.274,20180130,,0,,0,,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,,,,900086400,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20120830,M,AAiSBdAAFAACD4yAAN
1 A283770,GUSCIO CONDOTTO S2 DX,COD.5052583<864>,PZ,22,4724,,1 22,,,,,,,,,,,,,,,CHAL,5052583A,,,,,,,0,0,0,,,,0,0,0,,,,0.747,20090303,1.274,20180130,,0,,0,,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,,,,900086400,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20120830,M,AAiSBdAAFAAAXUNAAH
1 A283780,GUSCIO MOTORIDUTTORE DX S2,COD.5051481<849>,PZ,22,4724,,1 22,,,,,,M001,,,,,,,,,CHAL,5051481A,,,,,,,0,0,0,,,,0,0,0,,,,1.987,20090303,3.113,20180205,,0,,0,,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,,,,900084900,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20120830,M,AAiSBdAAFAACD4yAAL
1 A283790,GUSCIO MOTORIDUTTORE SX S2,COD.5051479<849>,PZ,22,4724,,1 22,,,,,,M001,,,,,,,,,CHAL,5051479A,,,,,,,0,0,0,,,,0,0,0,,,,2.004,20090303,3.144,20180205,,0,,0,,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,,,,900084900,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,N,S,N,N,N,N,N,N,20120830,M,AAiSBdAAFAACD4yAAM
1 A283830,BLOCCHETTO G9 -STAMPO A 2 IMP,<867> 168885A,PZ,22,4722,,1 22,,,,,FMA2,M001,,,,,,,CFMO,,CHAL,168885A,,,,,,,0,0,0,,,,0,0,0,,,,0.768,20090708,1.523,20160419,,0,,0,,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,,,,900086500,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20071004,M,AAiSBdAAFAAAXUJAAO
1 A283970,EBAUCHE PLATINE INJECTEE LW400,0-01 <878>,PZ,22,4748,,1 22,,,,,,,,,,,,,,,,SEM0025003A,,,,,,,0,0,0,,,,0,0,0,,,,1.439,20090727,3.024,20161223,,0,,0,,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,,,,900087800,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20081203,,AAiSBdAAFAABy4YAAE
1 A284000,GEHAUSE SCAQ24 Cod. 7000000419,8503 <881>,PZ,22,4748,,1 22,,,,,SMS1,,,,,,,,SIEM,,CHAL,4198503,,,,,,,0,0,0,,,,0,0,0,,,,2.94,20130107,10.09,20180529,,0,,0,,0,0,0,0,0,0,0,0,1600,0,0,0,0,0,0,0,0,,,,900088100,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20081129,M,AAiSBdAAFAACD4lAAK
1 A284001,GEHAUSE SCAQ25 Cod. 7000000419,9401 <881>,PZ,22,10741,,1 22,,,,,SMS1,,,,,,,,SIEM,,,4199401,,,,,,,0,0,0,,,,0,0,0,,,,9.718,20100914,11.01,20180529,,0,,0,,0,0,0,0,0,0,0,0,1558,0,0,0,0,0,0,0,0,,,,900088100,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20081211,M,AAiSBdAAFAAAXUPAAF
1 A284040,LEVA AZIONAMENTO <1173>,<ex 61101>,PZ,22,8004336,,1 22,,,,,,,,,,,,,,,CHAL,M-FSA0000440,,,,,,,0,0,0,,,,0,0,0,,,,1.034,20090923,0.413,20180523,,0,,0,01,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,,,,900117300,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20020524,M,AAiSBdAAFAACD4qAAW
1 A284060,PULEGGIA COD. P50 <886>,,PZ,22,4758,,1 22,,,,,,,,,,,,,,,,P50,,,,,,,0,0,0,,,,0,0,0,,,,0.766,20091002,1.185,20170706,,0,,0,,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,,,,900088600,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20941124,M,AAiSBdAAFAABuQVAAK
1 A284100,HOUSING COVER SC50 COD.,4761817 <889>,PZ,22,4748,,1 22,,,,,SMS1,,,,,,,,SIEM,,,4761817,,,,,,,0,0,0,,,,0,0,0,,,,1.81,20091023,2.82,20160408,,0,,0,,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,,,,900088900,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20941124,,AAiSBdAAFAAAXSMAAF
1 A284110,GEAR HOUSING DF/ZF28 COD.43709,45 <890>,PZ,22,4748,,1 22,,,,,SMS1,,,,,,,,SIEM,,CHAL,4370945,,,,,,,0,0,0,,,,0,0,0,,,,7.782,20091023,11.73,20150120,,0,,0,,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,0,0,0,,,,900089000,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20941124,,AAiSBdAAFAAAWyQAAT
1 A284120,CARCASSA MOTORIDUTTORE Cod.,6031A <891>,PZ,22,4753,,1 22,,,,,,,,,,,,,,,,6031A,,,,,,,0,0,0,,,,0,0,0,,,,10.054,20091023,14.472,20170428,,0,,0,,0,0,0,0,0,0,0,0,2775,0,0,0,0,0,0,0,0,,,,900089100,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,N,S,N,N,N,N,N,N,20941124,M,AAiSBdAAFAAAXT6AAK
1 A284130,FLANGIA DI CHIUSURA Cod. 6032,<892>,PZ,22,4753,,1 22,,,,,,,,,,,,,,,CHAL,6032,,,,,,,0,0,0,,,,0,0,0,,,,2.041,20091026,2.7,20180514,,0,,0,,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,,,,900089200,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,N,S,N,N,N,N,N,N,20941124,M,AAiSBdAAFAAAXT6AAJ
1 A284140,FLANGIA DI RIDUZIONE Cod. 6033,<893>,PZ,22,4753,,1 22,,,,,,,,,,,,,,,,6033,,,,,,,0,0,0,,,,0,0,0,,,,0.584,20091026,1.01,20180327,,0,,0,,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,,,,900089300,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20941124,M,AAiSBdAAFAABy4EAAE
1 A284150,MANIGLIA DI SBLOCCO MOTORIDUTT,ORE Cod. 6034 <894>,PZ,22,4753,,1 22,,,,,,,,,,,,,,,,6034,,,,,,,0,0,0,,,,0,0,0,,,,1.195,20091026,1.109,20180518,,0,,0,,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,,,,900089400,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,N,S,N,N,N,N,N,N,20941124,M,AAiSBdAAFAAAXTuAAN
1 A284170,BLOCCHETTO VW SX LATO GUIDA,<896>,PZ,22,4722,,1 22,,,,,FMA2,M001,,,,,,,CFMO,,CHAL,168100A,,,,,,,0,0,0,,,,0,0,0,,,,0.555,20091103,0.821,20180528,,0,,0,,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,,,,900089600,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20941124,M,AAiSBdAAFAAAXTPAAO
1 A284180,BLOCCHETTO VW SX LATO PASS.,<897>,PZ,22,4722,,1 22,,,,,FMA2,M001,,,,,,,CFMO,,CHAL,168101A,,,,,,,0,0,0,,,,0,0,0,,,,0.495,20091103,0.785,20180528,,0,,0,,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,,,,900089700,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20941124,M,AAiSBdAAFAAAXTPAAN
1 A284200,GETRIEBE FUSS SC50 Cod.4761825,<899>,PZ,22,4748,,1 22,,,,,SMS1,,,,,,,,SIEM,,CHAL,4761825,,,,,,,0,0,0,,,,0,0,0,,,,1.42,20091203,2.12,20160307,,0,,0,,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,,,,900089900,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20020510,,AAiSBdAAFAAAXOWAAS
1 A284211,BLOCCHETTO SHARAN GP LHD,<108300>SENZA MARCHIO MA10300B,PZ,22,4722,,1 22,,,,,FMA2,M001,,,,,,,CFMO,,CHAL,MA10300B,,,,,,,0,0,0,,,,0,0,0,,,,0,,0.879,20180523,,0,,0,,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,,,,900108300,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20141002,M,AAiSBdAAFAAAXTbAAK
1 A284221,BLOCCHETTO SHARAN GP RHD,SENZA MARCHIO <108400>,PZ,22,4722,,1 22,,,,,FMA2,M001,,,,,,,CFMO,,CHAL,MA10310B,,,,,,,0,0,0,,,,0,0,0,,,,0,,1.121,20180202,,0,,0,,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,,,,900108400,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20141002,M,AAiSBdAAFAAAXTbAAH
1 A284260,DOUBLE FLANGE SC50 Cod.4761820,<905>,PZ,22,4748,,1 22,,,,,SMS1,,,,,,,,SIEM,,,4761820,,,,,,,0,0,0,,,,0,0,0,,,,2.235,20100112,3.24,20160427,,0,,0,,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,,,,900090500,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20941124,,AAiSBdAAFAABydJAAD
1 A284290,PULEGGA CONTATTI M45-230,cod.M02.0051.027.FC <907>,PZ,22,4578,,1 22,,,,,,,,,,,,,,,CHAL,M020051027FC,,,,,,,0,0,0,,,,0,0,0,,,,0.377,20100225,0.428,20180411,,0,,0,,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,,,,900090700,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20120907,M,AAiSBdAAFAABy4NAAN
1 A284320,PULEGGIA P53 SERIE 7 x rullo,"tondo  60x1,5 <910>",PZ,22,4758,,1 22,,,,,,,,,,,,,,,,P04.0051.216,,,,,,,0,0,0,,,,0,0,0,,,,0.827,20100326,1.1,20161214,,0,,0,,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,,,,900091000,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20070201,,AAiSBdAAFAABy4nAAN
1 A284360,FLANGIA SCORREVOLE PER Z18,<914>,PZ,22,4765,,1 22,,,,,,,,,,,,,,,CHAL,3SC0680000,,,,,,,0,0,0,,,,0,0,0,,,,1.452,20100514,1.616,20161114,,0,,0,,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,,,,900091400,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20070201,,AAiSBdAAFAABuQUAAS
1 A284361,FLANGIA SCORREVOLE PER Z16,<91401>,PZ,22,4765,,1 22,,,,,,,,,,,,,,,,3SC0470000,,,,,,,0,0,0,,,,0,0,0,,,,1.452,20100514,1.589,20161107,,0,,0,,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,,,,900091401,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20090408,,AAiSBdAAFAABuQUAAT
1 A284380,REGGIRIPIANO NEW ALIANTE <915>,,PZ,22,4745,,1 22,,,,,,M001,,,,,,,,,,31301020,,,,,,,0,0,0,,,,0,0,0,,,,1.058,20100517,2.295,20171005,,0,,0,,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,,,,900091500,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20070216,M,AAiSBdAAFAACD40AAH
1 A284420,BLOCCHETTO LANCIA 846 LHD,<919> 168991A,PZ,22,4722,,1 22,,,,,FMA2,M001,,,,,,,CFMO,,CHAL,168991A,,,,,,,0,0,0,,,,0,0,0,,,,0.683,20100701,0.748,20180518,,0,,0,,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,,,,900091900,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20141006,M,AAiSBdAAFAAAXTCAAB
1 A284430,BLOCCHETTO LANCIA 846 RHD,<920> 168992A,PZ,22,4722,,1 22,,,,,FMA2,M001,,,,,,,CFMO,,CHAL,168992A,,,,,,,0,0,0,,,,0,0,0,,,,0.888,20100701,1.126,20130212,,0,,0,,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,,,,900092000,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20070406,,AAiSBdAAFAABydsAAG
1 A284440,FLANGE D/Z18 A140 cod. 4371546,<921>,PZ,22,10741,,1 22,,,,,SMS1,,,,,,,,SIEM,,CHAL,4371546,,,,,,,0,0,0,,,,0,0,0,,,,2.403,20100714,3.13,20180529,,0,,0,,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,,,,900092100,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20070406,M,AAiSBdAAFAAAXQUAAT
1 A284470,GEAR HOUSING DF/ZF18 Cod.70000,004371541 <924>,PZ,22,4748,,1 22,,,,,SMS1,,,,,,,,SIEM,,CHAL,4371541,,,,,,,0,0,0,,,,0,0,0,,,,10.096,20100914,11.75,20160509,,0,,0,,0,0,0,0,0,0,0,0,1241,0,0,0,0,0,0,0,0,,,,900092400,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20071113,M,AAiSBdAAFAACD42AAV
1 A284510,BOTTOM HOUSING cod.AC000001,<928>,PZ,22,4779,,1 22,,,,,,,,,,,,,,,,AC000001,,,,,,,0,0,0,,,,0,0,0,,,,1.768,20101203,2.167,20160630,,0,,0,,0,0,0,0,0,0,0,0,452,0,0,0,0,0,0,0,0,,,,900092800,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20080327,,AAiSBdAAFAAAXSQAAM
1 A284520,TOP HOUS. UG12 cod.AC200101.1,<928>,PZ,22,4779,,1 22,,,,,,,,,,,,,,,,AC200101.1,,,,,,,0,0,0,,,,0,0,0,,,,2.054,20101203,2.444,20160630,,0,,0,,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,,,,900092800,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20080327,,AAiSBdAAFAABy4KAAG
1 A284550,CONNETTORE ACCESSORI S/FORI,NON  BRILLANTATO <931>,PZ,22,4556,,1 22,,,,,,,,,,,,,,,CHAL,SH27327G,,,,,,,0,0,0,,,,0,0,0,,,,0.421,20101209,0.648,20170616,,0,,0,,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,,,,900093100,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20080124,M,AAiSBdAAFAAAXSaAAR
1 A284553,CONNETTORE ACCESSORI C/FORI+SV,E FILETTO BU- non usare  <931>,PZ,22,4556,,1 22,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0,0,,,,0,,1.181,20160907,,0,,0,,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,,,,900093100,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20150129,,AAiSBdAAFAAAXSLAAO
1 A284554,CONNETTORE ACCESS. C/FORI+SV,FILETTO NON BRILL.GREZZO <931>,PZ,22,4556,,1 22,,,,,,,,,,,,,,,CHAL,SH33694G,,,,,,,0,0,0,,,,0,0,0,,,,0,,1.181,20180309,,0,,0,,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,,,,900093100,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20150129,M,AAiSBdAAFAAAXTMAAO
1 A284580,ASS. MORSETTO FAST GRIP,BRILLANTATO <930-932>,PZ,22,4556,,1 22,,,,,,,,,,,,,,,CHAL,089220ALS04,,,,,,,0,0,0,,,,0,0,0,,,,0,20101209,2.941,20180321,,0,,0,,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,0,0,,,,,,,,,S,S,S,S,P,I,N,N,S,S,N,N,N,S,S,S,S,S,N,N,N,N,N,N,20120914,M,AAiSBdAAFAAAXQGAAN
