"CODICE RDS";"DESCRIZIONE";;"N.ORDINE RDS";"ANNO ";"RIGA ORDINE";"CODICE CLIENTE ";"CLIENTE";"UM";"Q.TA'ORDINATA";"Q.TA RESIDUA";"DATA CONSEGNA";"VALORE";"DEPOSITO";"CODICE CLIENTE";"N.ORD.CLIENTE";"CONSEGNA RICHIESTA";
"A680800";"CIELO SUT COD. BN144555";" ";"P0000363";2018;3;8005108;"ALI GROUP S.R.L. A SOCIO UNICO";"PZ";500;500;15/07/2018;3400;1;"BN144555";292128;" ";" "
"A680800";"CIELO SUT COD. BN144555";" ";"P0000363";2018;4;8005108;"ALI GROUP S.R.L. A SOCIO UNICO";"PZ";500;500;31/07/2018;3400;1;"BN144555";292128;" ";" "
"A681130";"ELEMENTO DIRETTORE ANTENNE";"SIGMA 18x18 S/GRADINO <3044>";"P0000371";2018;1;8005010;"FRACARRO RADIOINDUSTRIE SRL";"PZ";20000;20000;03/09/2018;7720;1;"3AA002";4700013369;01/08/2018;" "
"A681320";"CAMPANA CILINDRICA ROBUR TRASP";"CON SERR E BOCCH. saldata";"P0000396";2018;4;8004278;"MAZZER LUIGI S.P.A.";"PZ";3000;3000;25/07/2018;12531;1;"S00SCAE07";4500015592;" ";" "
"A681321";"CAMPANA CILINDRICA KONY TRASP";"CON SERR E BOCCH. saldata";"P0000164";2018;7;8004278;"MAZZER LUIGI S.P.A.";"PZ";1200;1200;15/06/2018;4412.4;1;"SKOSCAE04";14258;" ";" "
"A681460";"COPERCHIO RICEVITORE CARDIN";"ABS FUME'  <3056> IMB.90 PZ.";"P0000250";2018;4;8004305;"CARDIN ELETTRONICA S.P.A.";"PZ";500;500;07/09/2018;334;1;"ZSC0337BF";"A80811";04/09/2018;" "
"A681470";"RICEVITORE CORPO CARDIN";"ABS FUME' <3056> IMB.90 PZ.";"P0000250";2018;3;8004305;"CARDIN ELETTRONICA S.P.A.";"PZ";500;500;07/09/2018;276.5;1;"ZSC0337AF";"A80811";04/09/2018;" "
"A681480";"TRASMETTITORE CORPO CARDIN";"PC FUME' <3057>";"P0000102";2018;7;8004305;"CARDIN ELETTRONICA S.P.A.";"PZ";500;35;08/06/2018;16.28;1;"ZSC0338AF";"A80330";04/06/2018;" "
"A681481";"TRASMETTITORE CORPO CARDIN";"ABS GRIGIO <3057>";"P0000329";2018;2;8004305;"CARDIN ELETTRONICA S.P.A.";"PZ";500;500;07/09/2018;213.5;1;"ZSC0338AG";"A81046";04/09/2018;" "
"A681481";"TRASMETTITORE CORPO CARDIN";"ABS GRIGIO <3057>";"P0000329";2018;4;8004305;"CARDIN ELETTRONICA S.P.A.";"PZ";500;500;07/11/2018;213.5;1;"ZSC0338AG";"A81046";" ";" "
"A681490";"TRASMETTITORE COPERCHIO CARDIN";"PC FUME' <3057>";"P0000102";2018;8;8004305;"CARDIN ELETTRONICA S.P.A.";"PZ";500;35;08/06/2018;16.94;1;"ZSC0338BF";"A80330";04/06/2018;" "
"A681495";"TRAS.COPERCHIO ABS GRIGIO";"<3057>";"P0000329";2018;1;8004305;"CARDIN ELETTRONICA S.P.A.";"PZ";500;500;07/09/2018;334;1;"ZSC0338BGN";"A81046";04/09/2018;" "
"A681495";"TRAS.COPERCHIO ABS GRIGIO";"<3057>";"P0000329";2018;3;8004305;"CARDIN ELETTRONICA S.P.A.";"PZ";500;500;07/11/2018;334;1;"ZSC0338BGN";"A81046";" ";" "
"A681541";"CAMPANA SUPER JOLLY CON";"SERRANDA <3061>";"P0000396";2018;1;8004278;"MAZZER LUIGI S.P.A.";"PZ";2500;2500;30/06/2018;6527.5;1;"S000CAE08";4500015592;" ";" "
"A681541";"CAMPANA SUPER JOLLY CON";"SERRANDA <3061>";"P0000396";2018;2;8004278;"MAZZER LUIGI S.P.A.";"PZ";2500;2500;10/07/2018;6527.5;1;"S000CAE08";4500015592;" ";" "
"A681541";"CAMPANA SUPER JOLLY CON";"SERRANDA <3061>";"P0000164";2018;8;8004278;"MAZZER LUIGI S.P.A.";"PZ";2500;2500;15/07/2018;6527.5;1;"S000CAE08";14258;" ";" "
"A681541";"CAMPANA SUPER JOLLY CON";"SERRANDA <3061>";"P0000396";2018;3;8004278;"MAZZER LUIGI S.P.A.";"PZ";2500;2500;20/07/2018;6527.5;1;"S000CAE08";4500015592;" ";" "
"A681541";"CAMPANA SUPER JOLLY CON";"SERRANDA <3061>";"P0000396";2018;5;8004278;"MAZZER LUIGI S.P.A.";"PZ";2500;2500;31/07/2018;6527.5;1;"S000CAE08";4500015592;" ";" "
"A681820";"SOVRASTAMPAGGIO PERNO";"GHIERA ABS <3065>";"P0000212";2018;2;8004278;"MAZZER LUIGI S.P.A.";"PZ";20000;20000;15/06/2018;2540;1;"S00SPEA00";4500014367;" ";" "
"A682330";"CAMPANA RETTANGOLARE KOLD";"<3080>";"P0000167";2018;4;8004278;"MAZZER LUIGI S.P.A.";"PZ";500;238;20/04/2018;1756.44;1;" ";14255;" ";" "
"A682330";"CAMPANA RETTANGOLARE KOLD";"<3080>";"P0000167";2018;5;8004278;"MAZZER LUIGI S.P.A.";"PZ";500;500;05/07/2018;3690;1;" ";14255;" ";" "
"A682530";"COPERCHIO CON FORI E FERRITOIA";"14510142 <3087>";"P0000277";2018;2;8004902;"INFINITEPLAY S.R.L";"PZ";750;750;20/05/2018;765;1;14510142;"A0000053";10/05/2018;" "
"A682531";"COPERCHIO SENZA  FORI E";"FERITOIA 14510143 <3087>";"P0000277";2018;3;8004902;"INFINITEPLAY S.R.L";"PZ";250;250;20/05/2018;262.5;1;14510143;"A0000053";10/05/2018;" "
"A682535";"FONDO ALIMENTATORE";"14510002 <3087>";"P0000277";2018;1;8004902;"INFINITEPLAY S.R.L";"PZ";1000;1000;20/05/2018;740;1;14510002;"A0000053";10/05/2018;" "
"A682540";"TAPPO 020.00030-04 <3088>";"1 fig   14510015";"P0000277";2018;4;8004902;"INFINITEPLAY S.R.L";"PZ";1000;1000;20/05/2018;110;1;14510015;"A0000053";10/05/2018;" "
"A682550";"AGGANCIO <3088>";"2 fig.  14510003";"P0000277";2018;5;8004902;"INFINITEPLAY S.R.L";"PZ";2000;2000;20/05/2018;220;1;14510003;"A0000053";10/05/2018;" "
"A683031";"BALLOON TRASP. GAMBO TRASP.";"BULK TX SF5006-21";"K0000015";2017;3;8005023;"GOLD PLAST SPA";"PZ";15000;5915;30/04/2018;6423.69;1;"SF5006-21";203;" ";" "
"A683031";"BALLOON TRASP. GAMBO TRASP.";"BULK TX SF5006-21";"K0000015";2017;4;8005023;"GOLD PLAST SPA";"PZ";25000;25000;30/04/2018;27150;1;"SF5006-21";203;" ";" "
"A683031";"BALLOON TRASP. GAMBO TRASP.";"BULK TX SF5006-21";"K0000018";2018;1;9010793;"SC GOLD PLAST PRODUCTION SRL";"PZ";15080;4680;30/06/2018;5082.48;1;"SF5006-21";3780;" ";" "
"A683041";"PRESTIGE 56.4 CL SOLID ORANGE";"TX";"K0000025";2018;1;8005023;"GOLD PLAST SPA";"PZ";5292;5292;08/06/2018;5651.86;1;" ";14456;" ";" "
"A683045";"PRESTIGE 26 CL SOLID ORANGE";"TX";"K0000016";2018;1;8005023;"GOLD PLAST SPA";"PZ";30000;18554;30/06/2018;16939.8;1;" ";12754;" ";" "
"A683092";"GEARMOTOR COVER Q906C  GRIGIO";"RAL 7024<3105>";"S0000053";2018;25;8004303;"CAME SPA";"PZ";216;216;01/06/2018;516.89;1;"119DQ906C";"PROGRAMMA";" ";" "
"A683110";"COMPONENT SUPPORT  Q907";"<3109>";"S0000053";2018;26;8004303;"CAME SPA";"PZ";360;360;01/06/2018;626.4;1;"119DQ907";"PROGRAMMA";" ";" "
"A683110";"COMPONENT SUPPORT  Q907";"<3109>";"S0000065";2018;20;8004303;"CAME SPA";"PZ";360;360;01/07/2018;626.4;1;"119DQ907";"PROGRAMMA";" ";" "
"A683110";"COMPONENT SUPPORT  Q907";"<3109>";"S0000066";2018;16;8004303;"CAME SPA";"PZ";360;360;01/08/2018;626.4;1;"119DQ907";"PROGRAMMA";" ";" "
"A683180";"GRAND BLANC 71.5 TRASPARENTE";"TX";"K0000017";2018;1;8005023;"GOLD PLAST SPA";"PZ";20004;2152;30/06/2018;2278.97;1;" ";12755;" ";" "
"A683190";"OIL CATCHER Dw. 3100548916";"<3122>";"P0000415";2018;1;9010817;"ESMA Forsaljnings AB";"PZ";30000;30000;02/07/2018;11040;1;10337068;4500047246;" ";" "
"A683261";"COVER PER SCORREVOLE GDO";"SENZA VETRINO Q576B <3133>";"S0000053";2018;11;8004303;"CAME SPA";"PZ";215;215;01/06/2018;806.04;1;"119BQ576B";"PROGRAMMA";" ";" "
"A683261";"COVER PER SCORREVOLE GDO";"SENZA VETRINO Q576B <3133>";"S0000065";2018;9;8004303;"CAME SPA";"PZ";412;412;01/07/2018;1544.59;1;"119BQ576B";"PROGRAMMA";" ";" "
"A683261";"COVER PER SCORREVOLE GDO";"SENZA VETRINO Q576B <3133>";"S0000066";2018;7;8004303;"CAME SPA";"PZ";103;103;01/08/2018;386.15;1;"119BQ576B";"PROGRAMMA";" ";" "
"A683261";"COVER PER SCORREVOLE GDO";"SENZA VETRINO Q576B <3133>";"S0000067";2018;9;8004303;"CAME SPA";"PZ";206;206;01/09/2018;772.29;1;"119BQ576B";"PROGRAMMA";" ";" "
"A683270";"COCCOCRACK  ASSEMBLATO GIALLO";" ";"P0000210";2015;1;8004985;"SPIRIT OF ST.LOUIS SRL";"PZ";2000;1340;30/06/2015;1137.66;1;" ";"mail 15.5";" ";" "
"A683290";"COCCOCRACK  ASSEMBLATO VERDE";" ";"P0000210";2015;2;8004985;"SPIRIT OF ST.LOUIS SRL";"PZ";1500;817;30/06/2015;693.63;1;" ";"mail 15.5";" ";" "
"A683310";"COCCOCRACK  ASSEMBLATO ARANCIO";" ";"P0000210";2015;3;8004985;"SPIRIT OF ST.LOUIS SRL";"PZ";1500;830;30/06/2015;704.67;1;" ";"mail 15.5";" ";" "
"A683550";"BICCHIERE IN";"IN TROGAMID O GRILAMID";"P0000244";2018;2;8005012;"ECOTERM SNC di Faccioni G. e";"PZ";50;20;14/05/2018;0;1;" ";20904;04/05/2018;" "
"A683620";"BOX    T187 <3167>";" ";"P0000186";2018;7;8004735;"TECMA srl";"PZ";544;16;16/04/2018;37.49;1;"T187";246283;" ";" "
"A683620";"BOX    T187 <3167>";" ";"P0000186";2018;8;8004735;"TECMA srl";"PZ";544;544;07/05/2018;1274.59;1;"T187";246283;04/05/2018;" "
"A683620";"BOX    T187 <3167>";" ";"P0000344";2018;4;8004735;"TECMA srl";"PZ";500;500;22/06/2018;1171.5;1;"T187";248166;05/06/2018;" "
"A683640";"BOX     T672 <3167/02>";" ";"P0000344";2018;11;8004735;"TECMA srl";"PZ";250;250;22/06/2018;613.5;1;"T672";248166;20/06/2018;" "
"A683650";"BOX    T188 <3168>";" ";"P0000334";2018;1;8004735;"TECMA srl";"PZ";750;614;22/05/2018;1469.3;1;"T188";248177;" ";" "
"A683650";"BOX    T188 <3168>";" ";"P0000344";2018;5;8004735;"TECMA srl";"PZ";1000;1000;22/06/2018;2393;1;"T188";248166;05/06/2018;" "
"A683650";"BOX    T188 <3168>";" ";"P0000344";2018;6;8004735;"TECMA srl";"PZ";750;750;22/06/2018;1794.75;1;"T188";248166;20/06/2018;" "
"A683680";"PLASTIC COVER T191 <3170>";" ";"P0000344";2018;9;8004735;"TECMA srl";"PZ";1500;109;22/06/2018;35.1;1;"T191";248166;20/06/2018;" "
"A683710";"IMPELLOR  T022 <3173>";" ";"P0000349";2018;2;8004735;"TECMA srl";"PZ";3200;1965;20/06/2018;1636.85;1;"T022";248165;04/06/2018;" "
"A683710";"IMPELLOR  T022 <3173>";" ";"P0000344";2018;2;8004735;"TECMA srl";"PZ";1500;1500;22/06/2018;1249.5;1;"T022";248166;05/06/2018;" "
"A683730";"FLANGIA POMPA T020 < 3175>";" ";"P0000349";2018;1;8004735;"TECMA srl";"PZ";1200;291;20/06/2018;215.34;1;"T020";248165;04/06/2018;" "
"A683730";"FLANGIA POMPA T020 < 3175>";" ";"P0000344";2018;1;8004735;"TECMA srl";"PZ";1500;1500;22/06/2018;1110;1;"T020";248166;05/06/2018;" "
"A683740";"TAPPO SCATOLA MOD.A T189";"<3176>";"P0000013";2018;12;8004735;"TECMA srl";"PZ";1250;108;06/04/2018;174.96;1;"T189";244478;" ";" "
"A683740";"TAPPO SCATOLA MOD.A T189";"<3176>";"P0000186";2018;12;8004735;"TECMA srl";"PZ";1250;1250;07/05/2018;2025;1;"T189";246283;04/05/2018;" "
"A683750";"TAPPO SCATOLA MOD.B T190";"<3176/01>";"P0000344";2018;7;8004735;"TECMA srl";"PZ";1250;1250;22/06/2018;2025;1;"T190";248166;05/06/2018;" "
"A683760";"MANOPOLA CON VITE M10 T193";"<3177>";"P0000186";2018;15;8004735;"TECMA srl";"PZ";1000;1000;07/05/2018;3250;1;"T193";246283;04/05/2018;" "
"A683890";"CHIOCCIOLA POMPA NUOVA";"T344 <3185>";"P0000186";2018;6;8004735;"TECMA srl";"PZ";1500;1428;07/05/2018;2431.88;1;"T344";246283;04/05/2018;" "
"A683890";"CHIOCCIOLA POMPA NUOVA";"T344 <3185>";"P0000349";2018;3;8004735;"TECMA srl";"PZ";1200;129;20/06/2018;219.69;1;"T344";248165;04/06/2018;" "
"A683890";"CHIOCCIOLA POMPA NUOVA";"T344 <3185>";"P0000344";2018;3;8004735;"TECMA srl";"PZ";1500;1500;22/06/2018;2554.5;1;"T344";248166;05/06/2018;" "
"A683900";"CAPPUCCIO INTERNO PULSANTE";"T382 <3186>";"P0000344";2018;10;8004735;"TECMA srl";"PZ";1000;1000;22/06/2018;110;1;"T382";248166;05/06/2018;" "
"A683960";"CORPO POMPA 1000W MAG09003";"<3192>";"P0000365";2018;1;8004735;"TECMA srl";"PZ";760;760;15/06/2018;0;1;"MAG09003";248242;28/05/2018;" "
"A683970";"COPERCHIO POMPA 1000W MAG09003";"<3192>";"P0000365";2018;2;8004735;"TECMA srl";"PZ";760;760;15/06/2018;0;1;"MAG09003";248242;28/05/2018;" "
"A684120";"FRONTALE MOBILE MO4/M6K 7016";"0PPLU0010CF21 <3242>";"P0000105";2018;3;8005027;"RPS S.P.A.";"PZ";1000;1000;08/06/2018;1644;1;"0PPLU0010CF21";"H30212";05/06/2018;" "
"A684120";"FRONTALE MOBILE MO4/M6K 7016";"0PPLU0010CF21 <3242>";"P0000314";2018;6;8005027;"RPS S.P.A.";"PZ";3000;3000;24/07/2018;4932;1;"0PPLU0010CF21";531545;" ";" "
"A684130";"COVER SUPER M04/M6K 7016";"0PPLU0012CF21 <3241>";"P0000105";2018;6;8005027;"RPS S.P.A.";"PZ";1000;1000;11/06/2018;820;1;"0PPLU0012CF21";"H30212";05/06/2018;" "
"A684130";"COVER SUPER M04/M6K 7016";"0PPLU0012CF21 <3241>";"P0000314";2018;7;8005027;"RPS S.P.A.";"PZ";4000;4000;06/07/2018;3280;1;"0PPLU0012CF21";531545;24/07/2018;" "
"A684130";"COVER SUPER M04/M6K 7016";"0PPLU0012CF21 <3241>";"P0000105";2018;7;8005027;"RPS S.P.A.";"PZ";1000;1000;09/07/2018;820;1;"0PPLU0012CF21";"H30212";05/07/2018;" "
"A684140";"SCATOLA SLOT SNMP 2°";"0PPLU0041B <3240>";"P0000314";2018;4;8005027;"RPS S.P.A.";"PZ";8000;8000;06/07/2018;3040;1;"0PPLU0041B";531545;" ";" "
"A684180";"MASCHERA DISPLAY MST+0EAU0504C";"0PPLU0050AF51RR <3239>";"P0000216";2018;1;8005027;"RPS S.P.A.";"PZ";1000;1000;08/06/2018;1800;1;"0PPLU0050AF51RR";531164;05/06/2018;" "
"A684210";"ASSIEME CAMPANA 320G FILTER";"<3165>";"P0000359";2018;1;8004278;"MAZZER LUIGI S.P.A.";"PZ";200;200;08/06/2018;721.8;1;"SZMSCAE02/QQQ";15287;" ";" "
"A684230";"BICCHIERE ZM FILTER";"<3230>";"P0000361";2018;2;8004278;"MAZZER LUIGI S.P.A.";"PZ";500;500;25/06/2018;0;1;"SZM0BIA01/QQQ";15286;" ";" "
"A684250";"BAIONETTA ZM FILTER";"<3235>";"P0000360";2018;1;8004278;"MAZZER LUIGI S.P.A.";"PZ";500;500;05/06/2018;0;1;"SZM0BAI01/QQQ";15285;" ";" "
"A684340";"PROLUNGA PIEDINI 1 UNITA'";"0PPLU0121AF51 <3229>";"P0000216";2018;6;8005027;"RPS S.P.A.";"PZ";4000;4000;08/06/2018;960;1;"0PPLU0121AF51";531164;05/06/2018;" "
"A684340";"PROLUNGA PIEDINI 1 UNITA'";"0PPLU0121AF51 <3229>";"P0000378";2018;3;8005027;"RPS S.P.A.";"PZ";4000;4000;25/07/2018;960;1;"0PPLU0121AF51";531776;" ";" "
"A684350";"GRIGLIA ESTETICA FISSA RT1/2";"OPPLU0119BF38 <3228>";"P0000216";2018;4;8005027;"RPS S.P.A.";"PZ";2000;2000;08/06/2018;3510;1;"0PPLU0119BF38";531164;05/06/2018;" "
"A684350";"GRIGLIA ESTETICA FISSA RT1/2";"OPPLU0119BF38 <3228>";"P0000216";2018;7;8005027;"RPS S.P.A.";"PZ";2000;2000;08/06/2018;3510;1;"0PPLU0119BF38";531164;05/06/2018;" "
"A684360";"GRIGLIA ESTETICA RIMOV. RT1/2";"NO TAMP.OPPLU0120BF38 <3228>";"P0000314";2018;8;8005027;"RPS S.P.A.";"PZ";2000;2000;24/07/2018;4122;1;"0PPLU0120BF38";531545;" ";" "
"A684370";"GRIGLIA ESTETICA RIMOV. RT1/2";"TAM. OPPLU0120BF38RU<3228>";"P0000216";2018;5;8005027;"RPS S.P.A.";"PZ";2000;2000;08/06/2018;4500;1;"0PPLU0120BF38RU";531164;05/06/2018;" "
"A684380";"FRONTALE RIMOVIBILE  RT1/2";"OPPLU0116BF51 <3227>";"P0000216";2018;2;8005027;"RPS S.P.A.";"PZ";2000;2000;08/06/2018;2400;1;"0PPLU0116BF51";531164;05/06/2018;" "
"A684380";"FRONTALE RIMOVIBILE  RT1/2";"OPPLU0116BF51 <3227>";"P0000378";2018;1;8005027;"RPS S.P.A.";"PZ";2000;2000;25/07/2018;2400;1;"0PPLU0116BF51";531776;" ";" "
"A684390";"FRONTALE FISSO  RT1/2";"OPPLU0115BF51 <3227>";"P0000216";2018;3;8005027;"RPS S.P.A.";"PZ";2000;2000;08/06/2018;2200;1;"0PPLU0115BF51";531164;05/06/2018;" "
"A684390";"FRONTALE FISSO  RT1/2";"OPPLU0115BF51 <3227>";"P0000378";2018;2;8005027;"RPS S.P.A.";"PZ";2000;2000;25/07/2018;2200;1;"0PPLU0115BF51";531776;" ";" "
"A684410";"GUIDALUCE DISPLAY T2M/3/4";"<3254>";"P0000347";2018;1;8005027;"RPS S.P.A.";"PZ";10000;10000;22/06/2018;1500;1;"0PPLU0048AF48";"H30621";15/06/2018;" "
"A684410";"GUIDALUCE DISPLAY T2M/3/4";"<3254>";"P0000331";2018;1;8005027;"RPS S.P.A.";"PZ";5000;5000;20/07/2018;750;1;"0PPLU0048AF48";"H30600";" ";" "
"A684410";"GUIDALUCE DISPLAY T2M/3/4";"<3254>";"P0000331";2018;2;8005027;"RPS S.P.A.";"PZ";5000;5000;05/10/2018;750;1;"0PPLU0048AF48";"H30600";" ";" "
"A684411";"GUIDALUCE DISPLAY MPS UL";"<3254> ORDINARE  CON A684410";"P0000326";2018;2;8005027;"RPS S.P.A.";"PZ";200;200;20/07/2018;60;1;"0PPLU0048AU03";"I31017";" ";" "
"A684420";"MASCH.FISSA BBOX MO4/M6K 7016";"<3253> SENZA FORO";"P0000314";2018;1;8005027;"RPS S.P.A.";"PZ";2500;2500;06/07/2018;2050;1;"0PPLU0006DF21";531545;" ";" "
"A684440";"GUSCIO DISPLAY T2M/2/4";"<3256>";"P0000314";2018;5;8005027;"RPS S.P.A.";"PZ";5000;5000;24/07/2018;2800;1;"0PPLU0045AF51";531545;" ";" "
"A684441";"GUSCIO DISPLAY MPS UL";"<3256> ORDINARE CON A684440";"P0000326";2018;1;8005027;"RPS S.P.A.";"PZ";100;100;20/07/2018;130;1;"0PPLU0045AU01";"I31017";" ";" "
"A684450";"CASSETTO BATTERIE INFER. MO4";"<3255>";"P0000314";2018;3;8005027;"RPS S.P.A.";"PZ";1000;1000;06/07/2018;2020;1;"0PPLU0015DF07";531545;" ";" "
"A684490";"COPER. CASSETTO BATTERIE MO4";"<3255>";"P0000314";2018;2;8005027;"RPS S.P.A.";"PZ";1000;1000;06/07/2018;1636;1;"0PPLU0014DF07";531545;" ";" "
"A684520";"CHIOCCIOLA LA350 DX A28/M27";"IN PP30GFGRIGIO<3224>4013REV.A";"P0000416";2018;1;8003223;"LGB Elettropompe S.R.L.";"PZ";500;500;12/07/2018;284.5;1;"4013 REV.A";25792;" ";" "
"A684530";"GIRANTE LA 350 IN HOSTACOM NAT";"<3223>  4015 REV.A";"P0000408";2018;1;8003223;"LGB Elettropompe S.R.L.";"PZ";500;500;13/07/2018;193.5;1;"4015 REV.A";25749;" ";" "
"A684600";"VENTOLA FAN LA 071";"A5E35491302 <3137>";"P0000278";2018;1;9010758;"SIEMENS AG";"PZ";4000;4000;13/06/2018;1332;1;"A5E35491302";2101922205;" ";" "
"A684600";"VENTOLA FAN LA 071";"A5E35491302 <3137>";"S0000058";2018;12;9010758;"SIEMENS AG";"PZ";4000;4000;01/10/2018;0;1;"A5E35491302";"PROGRAMMA";" ";" "
"A684610";"OIL WASHER 10393164";"<3260>";"P0000414";2018;1;9010817;"ESMA Forsaljnings AB";"PZ";30000;30000;19/07/2018;4197;1;10393164;4500047235;" ";" "
"A684670";"COMPLETO PORTASACCHETTO ZM FIL";"(COPERCHIO+LEVA+BOCCHETTA)";"P0000361";2018;1;8004278;"MAZZER LUIGI S.P.A.";"PZ";500;500;15/06/2018;0;1;"SZMSPOS01/QQQ";15286;05/06/2018;" "
"A800401";"BOCCOLA MADREVITE OTTONE S896";"SABBIATO <7>";"C0000016";2018;1;8004303;"CAME SPA";"PZ";480;480;09/07/2018;1123.2;1;99896;4520145636;" ";" "
"A802501";"BRONZINA FERMO DOPPIO GIUNTO C";"ARD. Grezzo Ottone <9>";"C0000006";2018;1;8004872;"A.B. GROUP SRL";"PZ";4000;4000;30/06/2018;5568;1;"37143007/01";378;" ";" "
"A900501";"MADREVITE UNIPARK in zama";" ";"C0000008";2018;1;8004303;"CAME SPA";"PZ";500;500;07/03/2018;950;1;"99M790";4520133312;" ";" "
"A900501";"MADREVITE UNIPARK in zama";" ";"S0000053";2018;58;8004303;"CAME SPA";"PZ";500;500;01/06/2018;147.5;1;"99M790";"PROGRAMMA";" ";" "
"A900501";"MADREVITE UNIPARK in zama";" ";"S0000066";2018;30;8004303;"CAME SPA";"PZ";500;500;01/08/2018;147.5;1;"99M790";"PROGRAMMA";" ";" "
"A900601";"GIUNTO UNIPARK in zama";"TORNITO";"S0000065";2018;42;8004303;"CAME SPA";"PZ";250;250;01/07/2018;196.25;1;"99M792";"PROGRAMMA";" ";" "
"A900601";"GIUNTO UNIPARK in zama";"TORNITO";"S0000067";2018;38;8004303;"CAME SPA";"PZ";250;250;01/09/2018;196.25;1;"99M792";"PROGRAMMA";" ";" "
"A900701";"PIGNONE PORT.UNIPARK in zama";" ";"S0000065";2018;36;8004303;"CAME SPA";"PZ";500;500;01/07/2018;147.5;1;"119GM793";"PROGRAMMA";" ";" "
"ADDEBITO/AL";"ADDEBITO PER STAMPAGGIO";"PIASTRINO RIS.SCARTI";"A0000101";2018;2;8004724;"WINDOW AUTOMATION INDUSTRY srl";"PZ";1;1;26/03/2018;0;1;" ";"W013750";" ";" "
"ADDEBITO/AL";"CALCULATION LME ACTUAL PRICE";" ";"A0000347";2018;2;9010859;"JOMA-POLYTEC GMBH";"PZ";5000;3670;15/06/2018;271.58;1;" ";148869;30/05/2018;" "
"ADDEBITO/AL";"CALCULATIONE LME ACTUAL PRICE";" ";"A0000347";2018;4;9010859;"JOMA-POLYTEC GMBH";"PZ";5000;3765;15/06/2018;146.84;1;" ";148869;30/05/2018;" "
"ADDEBITO/AL";"MACHINING FIXTURE FOR ENDSHIE";"LD BS LE080";"T0000043";2017;1;9010758;"SIEMENS AG";"PZ";1;1;20/07/2017;450;1;" ";2121003328;" ";" "
"ADDEBITO/AL";"RULLATURA SU ROTORE";" ";"A0000366";2018;2;8005020;"BIANCHI INDUSTRY SPA";"PZ";500;500;10/07/2018;475;1;" ";3100026534;" ";" "
"ADDEBITO/PL";"CAMBIO CONF. B682351 CLUBHOUSE";"LE ROUET X6 RIF 5001-11 VERRE";"K0000004";2017;2;8005023;"GOLD PLAST SPA";"PZ";2004;2004;09/02/2017;146.29;1;" ";" ";" ";" "
"ADDEBITO/PL";"CAMBIO CONF. B682351 CLUBHOUSE";"LILI ROSE X6 RIF 5001-11 VERRE";"K0000004";2017;1;8005023;"GOLD PLAST SPA";"PZ";1002;1002;09/02/2017;73.15;1;" ";" ";" ";" "
"ADDEBITO/PL";"CAMBIO CONF. B683021 BACKSTAGE";"LA CROIX X6 RIF 5000-11 VERRE";"K0000004";2017;3;8005023;"GOLD PLAST SPA";"PZ";3000;3000;09/02/2017;219;1;" ";" ";" ";" "
"ADDEBITO/PL";"CONFEZIONAMENTO GRAND BLANC";"SUPPLEMENTARE";"K0000100";2017;2;8005023;"GOLD PLAST SPA";"PZ";30240;6128;31/01/2018;919.2;1;" ";9402;" ";" "
"B683019";"BACKSTAGE TRASPARENTE TX";"NO BRAND BULK SF5000T-21";"K0000015";2018;1;9010793;"SC GOLD PLAST PRODUCTION SRL";"PZ";15360;3360;30/06/2018;2819.04;1;"SF5000T-21";3779;" ";" "
"B683070";"BACKSTAGE BIANCO TX";"NO BRAND BULK SF5000T-11";"K0000020";2018;2;9010793;"SC GOLD PLAST PRODUCTION SRL";"PZ";2135;160;21/05/2018;134.24;1;"SF5000T-11";"RIF. SANNA";" ";" "
"B683220";"CARAFFA SUMMERTIME TRASP";"TX";"K0000021";2018;1;9010793;"SC GOLD PLAST PRODUCTION SRL";"PZ";8000;8000;30/06/2018;9480;1;" ";4109;" ";" "
"C286120";"GUSCIO INFERIORE M_3BL389_2INF";"SABBIATO <1026>";"A0000359";2018;1;8004305;"CARDIN ELETTRONICA S.P.A.";"PZ";500;500;08/05/2018;0;1;"/30300100";"CHIEDERE";" ";" "
"E613560";"COPRI CERNIERA OBLO' BIANCO";"st.01 <2259>";"P0000225";2018;4;8004750;"SOLERA-THERMOFORM GROUP SPA";"PZ";5000;5000;06/07/2018;345;1;"090B00102";"F111800348";05/07/2018;" "
"OF/2018F/107";"MATRICI STA.ATT.RADIA.4+4 fig";"RE+BRAC.RAD.SINTESI 30 EX834";"T0000025";2018;1;9010740;"IRROM INDUSTRIE  srl";"PZ";1;1;18/06/2018;13000;1;" ";4300025851;" ";" "
"OF/2018F/108";"MATRICI STAMPO ATTACCO A MURO";"BASSO EX RIFIN 835  8 IMPR.";"T0000025";2018;2;9010740;"IRROM INDUSTRIE  srl";"PZ";1;1;18/06/2018;13000;1;" ";4300025851;" ";" "
"OF/2018F/110";"STAMPO PER 612502801";" ";"T0000027";2018;1;8004521;"BONFIGLIOLI RIDUTTORI SPA";"PZ";1;1;28/06/2018;14500;1;" ";7175807;" ";" "
"OF/2018F/111";"STAMPO PER 614300064";" ";"T0000028";2018;1;8004521;"BONFIGLIOLI RIDUTTORI SPA";"PZ";1;1;28/06/2018;18500;1;" ";7175808;" ";" "
"OF/2018F/124";"STAMPO 612501156";" ";"T0000032";2018;1;8004521;"BONFIGLIOLI RIDUTTORI SPA";"PZ";1;1;28/06/2018;17300;1;" ";7176036;" ";" "
