^PRODOTTO^|^DESCRIZIONE^|^COD_CICLO^|^FASE^|^OPERAZIONE^|^CL.MACCHINE^|^CL.OPERATORI LAV.^|^CL.OPERATORI ATTR.^|^ATTREZZATURA^|^T.ATTR.MACCHINA^|^T.ATTR.UOMO^|^T.LAV.MACCHINA^|^T.LAV.UOMO^|^NOTE FASE^|^TERZISTA^|^GG.LAV.EST.^|^DIRECTORY FILE DISEGNO^|^NOME FILE DISEGNO^|^N.OPER.LAV.^|^N.OPER.ATTR.^|^GG.POSTICIPO^|^SCHED.CAP.ILLIM.^|^T.ATTRAVERSAMENTO^|^NUM.IMPRONTE^|^N.RIGA^|^RIGA TESTO FASE^
^E212203^|^SEMI SCAT.RIDUT.S/MARCHIO dis. 376 DX grezzo **         <247>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900022701|12000000|12000000|40000|14000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E212204^|^SEMI SCAT.RIDUT.S/MARCHIO dis. 376 SX grezzo **         <247>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900022701|6000000|6000000|40000|14000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E212301^|^SEMICORONA DA 200 dis.414 grezza  <232>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900023200|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E212301^|^SEMICORONA DA 200 dis.414 grezza  <232>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900023200|12000000|12000000|67000|23000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E212401^|^SEMICORONA DA 220 dis.001 grezza  <233>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900023300|12000000|12000000|57000|20000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E212501^|^SCATOLA RIDUTTORE dis.002 grezza  <234>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900023400|12000000|12000000|58000|20000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E212601^|^CALOTTA MOTORE*** grezza <235>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900023500|3000000|3000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|3|^ ^|^ ^
^E212601^|^CALOTTA MOTORE*** grezza <235>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900023500|4000000|4000000|18000|6000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|3|^ ^|^ ^
^E212602^|^BOCCOLA MOTORE ** grezza <235>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900023500|3000000|3000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|3|^ ^|^ ^
^E212602^|^BOCCOLA MOTORE ** grezza <235>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900023500|4000000|4000000|18000|6000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|3|^ ^|^ ^
^E212603^|^DISCO MOTORE ** grezzo  <235>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900023500|3000000|3000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|3|^ ^|^ ^
^E212603^|^DISCO MOTORE ** grezzo  <235>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900023500|4000000|4000000|18000|6000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|3|^ ^|^ ^
^E212701^|^REGGIMENSOLA ORIENTABILE grezza  <116>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900011600|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E212701^|^REGGIMENSOLA ORIENTABILE grezza  <116>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900011600|12000000|12000000|50000|18000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E212800^|^BASE PORTASCOPINO grezzo <304>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900030400|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E212800^|^BASE PORTASCOPINO grezzo <304>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900030400|12000000|12000000|70000|25000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E212901^|^CALOTTA DIA. 90 ALL. grezza <54>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900005400|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E212901^|^CALOTTA DIA. 90 ALL. grezza <54>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900005400|6000000|6000000|32000|11000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E213101^|^FLANGIA ADATT.POMPE grezza <305>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900029503|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E213101^|^FLANGIA ADATT.POMPE grezza <305>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900029503|12000000|12000000|83000|29000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E213201^|^FLANGIA ATTACCO POMPA grezza <306>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900029505|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E213201^|^FLANGIA ATTACCO POMPA grezza <306>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900029505|12000000|12000000|83000|29000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E213301^|^FLANGIA ADATT.POMPE grezza <307>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900029504|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E213301^|^FLANGIA ADATT.POMPE grezza <307>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900029504|12000000|12000000|83000|29000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E213401^|^CALOTTA ANTERIORE CHIUSA grezza <326>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900032600|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E213401^|^CALOTTA ANTERIORE CHIUSA grezza <326>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900032600|6000000|6000000|35000|12000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E213402^|^CALOTTA POSTERIORE CHIUSA grezzo <326>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900032600|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E213402^|^CALOTTA POSTERIORE CHIUSA grezzo <326>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900032600|6000000|6000000|35000|12000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E213501^|^GHIERA TIPO NUOVO DIAM.89 grezza  <204>^|^ ^|10|^PR^|^A0350^|^FOG^|^ ^|^ ^|8000000|8000000|51000|62000|^ ^|^ ^|7|^ ^|^ ^|1|0|0|^N^|0|0|^ ^|^ ^
^E213501^|^GHIERA TIPO NUOVO DIAM.89 grezza  <204>^|^ ^|20|^BUR^|^ ^|^ ^|^ ^|^ ^|0|0|0|0|^ ^|^ ^|0|^ ^|^ ^|1|0|7|^N^|0|0|^ ^|^ ^
^E213701^|^PROFILO MOD.A dis.238 D/S grezzo  <357>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900035700|6000000|6000000|37000|44000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|0|^ ^|^ ^
^E213801^|^PROFILO MOD.B dis.239 D/S grezzo  <358>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900035800|6000000|6000000|37000|44000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|0|^ ^|^ ^
^E214001^|^TELAI ALIMENT. C/ripresa FORI NICHEL/TIPO ALTO grezzi1W <99>^|^ ^|10|^PR^|^A0350^|^FOG^|^ ^|^ ^|8000000|8000000|32000|39000|^ ^|^ ^|7|^ ^|^ ^|1|0|0|^N^|0|0|^ ^|^ ^
^E214001^|^TELAI ALIMENT. C/ripresa FORI NICHEL/TIPO ALTO grezzi1W <99>^|^ ^|20|^LMG^|^ ^|^ ^|^ ^|^ ^|0|0|0|0|^ ^|^ ^|0|^ ^|^ ^|1|0|7|^N^|0|0|^ ^|^ ^
^E214001^|^TELAI ALIMENT. C/ripresa FORI NICHEL/TIPO ALTO grezzi1W <99>^|^ ^|30|^BUR^|^ ^|^ ^|^ ^|^ ^|0|0|0|0|^ ^|^ ^|0|^ ^|^ ^|1|0|14|^N^|0|0|^ ^|^ ^
^E214101^|^TELAI ALIM. C/RIPRESA FORI E NICHELATURA ALL. st.   1W<146>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900014600|6000000|6000000|29000|35000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|0|^ ^|^ ^
^E214201^|^CALOTTA ANTERIORE APERTA  125 ALTE grezze  <356>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900035600|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E214201^|^CALOTTA ANTERIORE APERTA  125 ALTE grezze  <356>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900035600|6000000|6000000|32000|11000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E214202^|^CALOTTA POSTERIORE APERTA  125 _ALTE grezze  <356>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900035600|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E214202^|^CALOTTA POSTERIORE APERTA  125 _ALTE grezze  <356>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900035600|6000000|6000000|32000|11000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E214401^|^CALOTTA ANTERIORE APERTA BASSA _grezzo <258>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900025800|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E214401^|^CALOTTA ANTERIORE APERTA BASSA _grezzo <258>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900025800|6000000|6000000|32000|11000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E214402^|^CALOTTA POSTERIORE APERTA BASS A grezzo <258>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900025800|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E214402^|^CALOTTA POSTERIORE APERTA BASS A grezzo <258>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900025800|6000000|6000000|32000|11000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E214501^|^CALOTTA DA 90 grezza  <257>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900025700|6000000|6000000|28000|33000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|0|^ ^|^ ^
^E214601^|^CALOTTA dis.289  ** grezza <334>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900033400|2250000|2250000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|4|^ ^|^ ^
^E214601^|^CALOTTA dis.289  ** grezza <334>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900033400|3000000|3000000|22000|8000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|4|^ ^|^ ^
^E214602^|^CALOTTA dis.290  ** grezza <334>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900033400|2250000|2250000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|4|^ ^|^ ^
^E214602^|^CALOTTA dis.290  ** grezza <334>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900033400|3000000|3000000|22000|8000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|4|^ ^|^ ^
^E214701^|^CILINDRO P/RITARDATORE grezzo <318>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900031800|6000000|6000000|11000|13000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|0|^ ^|^ ^
^E214801^|^PISTONE P/RITARDATORE grezzo <320>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900032000|6000000|6000000|55000|66000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|0|^ ^|^ ^
^E214901^|^BASE P/RITARDATORE grezzo <319>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900031900|6000000|6000000|7000|8000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|0|^ ^|^ ^
^E215001^|^CALOTTA ANT. MOTORE DOK R340 grezza  <7>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900000700|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E215001^|^CALOTTA ANT. MOTORE DOK R340 grezza  <7>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900000700|12000000|12000000|50000|18000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E215101^|^CALOTTA POST. MOTORE DOK R337 grezza   <8>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900000800|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E215101^|^CALOTTA POST. MOTORE DOK R337 grezza   <8>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900000800|6000000|6000000|31000|11000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E215201^|^PIEDINO PICCOLO grezzo 2K  <18>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900001800|1500000|1500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|4|^ ^|^ ^
^E215201^|^PIEDINO PICCOLO grezzo 2K  <18>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900001800|3000000|3000000|15000|5000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|4|^ ^|^ ^
^E215301^|^PIEDINO GRANDE grezzo  2K <19>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900001900|1500000|1500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|4|^ ^|^ ^
^E215301^|^PIEDINO GRANDE grezzo  2K <19>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900001900|3000000|3000000|15000|5000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|4|^ ^|^ ^
^E215401^|^SUPPORTO MOTORE MEC/71 grezzo 2C<10>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900001000|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E215401^|^SUPPORTO MOTORE MEC/71 grezzo 2C<10>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900001000|15000000|15000000|75000|26000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E215501^|^SUPPORTO MOTORE MEC/63 grezzo 1Q <11>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900001100|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E215501^|^SUPPORTO MOTORE MEC/63 grezzo 1Q <11>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900001100|12000000|12000000|63000|22000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E215601^|^SUPPORTO MOTORE MEC/80 grezzo 2D <15>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900001500|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E215601^|^SUPPORTO MOTORE MEC/80 grezzo 2D <15>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900001500|15000000|15000000|75000|26000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E215701^|^SEMICASSA RIDUTTORE EMEGA/A ** grezza  <23>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900002300|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E215701^|^SEMICASSA RIDUTTORE EMEGA/A ** grezza  <23>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900002300|9000000|9000000|46000|16000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E215702^|^SEMICASSA RIDUTTORE EMEGA/B ** grezza  <23>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900002300|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E215702^|^SEMICASSA RIDUTTORE EMEGA/B ** grezza  <23>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900002300|9000000|9000000|46000|16000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E215801^|^GIUNTO ANGOLARE grezzo  <359>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900035900|6000000|6000000|70000|84000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|0|^ ^|^ ^
^E215901^|^GHIERA REGGILAMPADA grezza 2I <29>^|^ ^|10|^PR^|^A0350^|^FOG^|^ ^|^ ^|8000000|8000000|26000|31000|^ ^|^ ^|7|^ ^|^ ^|1|0|0|^N^|0|0|^ ^|^ ^
^E215901^|^GHIERA REGGILAMPADA grezza 2I <29>^|^ ^|20|^LMG^|^ ^|^ ^|^ ^|^ ^|0|0|0|0|^ ^|^ ^|0|^ ^|^ ^|1|0|7|^N^|0|0|^ ^|^ ^
^E215901^|^GHIERA REGGILAMPADA grezza 2I <29>^|^ ^|30|^BUR^|^ ^|^ ^|^ ^|^ ^|0|0|0|0|^ ^|^ ^|0|^ ^|^ ^|1|0|14|^N^|0|0|^ ^|^ ^
^E215901^|^GHIERA REGGILAMPADA grezza 2I <29>^|^ ^|40|^LMG^|^ ^|^ ^|^ ^|^ ^|0|0|0|0|^ ^|^ ^|0|^ ^|^ ^|1|0|21|^N^|0|0|^ ^|^ ^
^E216001^|^ATTACCO PIANTANA grezzo2E <26>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900002600|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E216001^|^ATTACCO PIANTANA grezzo2E <26>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900002600|6000000|6000000|25000|9000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E216101^|^CORPO POSTERIORE GREZZO (25)^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900002500|9000000|9000000|40000|8000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|0|^ ^|^ ^
^E216201^|^CORPO ANTERIORE GREZZO 1R  (24)^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900002400|9000000|9000000|40000|8000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|0|^ ^|^ ^
^E216301^|^CARTER grezzo        1Q   <27>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900002700|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E216301^|^CARTER grezzo        1Q   <27>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900002700|12000000|12000000|58000|20000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E216401^|^CALOTTA ANT. C/FORO grezza ** dis. M313A <329>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900032900|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E216401^|^CALOTTA ANT. C/FORO grezza ** dis. M313A <329>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900032900|6000000|6000000|31000|11000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E216402^|^CALOTTA POST. C/FORO grezza** dis. M313B <329>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900032900|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E216402^|^CALOTTA POST. C/FORO grezza** dis. M313B <329>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900032900|6000000|6000000|31000|11000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E216701^|^CORPO FARETTO ATHOS GREZZO ** T.SCAFF (32>^|^ ^|10|^PR^|^A0350^|^FOG^|^ ^|^ ^|9000000|9000000|38000|45000|^ ^|^ ^|7|^ ^|^ ^|1|0|0|^N^|0|0|^ ^|^ ^
^E216701^|^CORPO FARETTO ATHOS GREZZO ** T.SCAFF (32>^|^ ^|20|^LMG^|^ ^|^ ^|^ ^|^ ^|0|0|0|0|^ ^|^ ^|0|^ ^|^ ^|1|0|7|^N^|0|0|^ ^|^ ^
^E216702^|^MASCHERINA FARETTO ATHOS GREZZ A **                  <32>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900003200|6000000|6000000|38000|45000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|0|^ ^|^ ^
^E216801^|^MASCHERINA FRONTALE PER JOG DUE  grezza    <126>^|^ ^|10|^PR^|^A0350^|^FOG^|^ ^|^ ^|8000000|8000000|51000|61000|^ ^|^ ^|7|^ ^|^ ^|1|0|0|^N^|0|0|^ ^|^ ^
^E216801^|^MASCHERINA FRONTALE PER JOG DUE  grezza    <126>^|^ ^|20|^BUR^|^ ^|^ ^|^ ^|^ ^|0|0|0|0|^ ^|^ ^|0|^ ^|^ ^|1|0|7|^N^|0|0|^ ^|^ ^
^E216801^|^MASCHERINA FRONTALE PER JOG DUE  grezza    <126>^|^ ^|30|^LTR^|^ ^|^TOG^|^ ^|^ ^|0|0|0|0|^ ^|^ ^|0|^ ^|^ ^|1|0|7|^N^|0|0|^ ^|^ ^
^E216901^|^CORPO PER EG12 * SR grezzo 2A <33>^|^ ^|10|^PR^|^A0350^|^FOG^|^ ^|^ ^|8000000|8000000|28000|34000|^ ^|^ ^|7|^ ^|^ ^|1|0|0|^N^|0|0|^ ^|^ ^
^E216901^|^CORPO PER EG12 * SR grezzo 2A <33>^|^ ^|20|^BUR^|^ ^|^ ^|^ ^|^ ^|0|0|0|0|^ ^|^ ^|0|^ ^|^ ^|1|0|7|^N^|0|0|^ ^|^ ^
^E216902^|^CORPO PER EG12 * S grezzo -372^|^ ^|10|^PR^|^A0350^|^FOG^|^ ^|^ ^|8000000|8000000|29000|34000|^ ^|^ ^|7|^ ^|^ ^|1|0|0|^N^|0|0|^ ^|^ ^
^E216902^|^CORPO PER EG12 * S grezzo -372^|^ ^|20|^BUR^|^ ^|^ ^|^ ^|^ ^|0|0|0|0|^ ^|^ ^|0|^ ^|^ ^|1|0|7|^N^|0|0|^ ^|^ ^
^E216902^|^CORPO PER EG12 * S grezzo -372^|^ ^|30|^LMG^|^ ^|^ ^|^ ^|^ ^|0|0|0|0|^ ^|^ ^|0|^ ^|^ ^|1|0|14|^N^|0|0|^ ^|^ ^
^E217001^|^CALOTTA PER EG12 * SR grezzo <36>^|^ ^|10|^PR^|^A0350^|^FOG^|^ ^|^ ^|8000000|8000000|26000|31000|^ ^|^ ^|7|^ ^|^ ^|1|0|0|^N^|0|0|^ ^|^ ^
^E217001^|^CALOTTA PER EG12 * SR grezzo <36>^|^ ^|20|^BUR^|^ ^|^ ^|^ ^|^ ^|0|0|0|0|^ ^|^ ^|0|^ ^|^ ^|1|0|7|^N^|0|0|^ ^|^ ^
^E217001^|^CALOTTA PER EG12 * SR grezzo <36>^|^ ^|30|^LMG^|^ ^|^ ^|^ ^|^ ^|0|0|0|0|^ ^|^ ^|0|^ ^|^ ^|1|0|14|^N^|0|0|^ ^|^ ^
^E217101^|^TAPPO REG. EG12 * SR grezzo <34>^|^ ^|10|^PR^|^A0350^|^FOG^|^ ^|^ ^|8000000|8000000|4000|5000|^ ^|^ ^|7|^ ^|^ ^|1|0|0|^N^|0|0|^ ^|^ ^
^E217101^|^TAPPO REG. EG12 * SR grezzo <34>^|^ ^|20|^LMG^|^ ^|^ ^|^ ^|^ ^|0|0|0|0|^ ^|^ ^|0|^ ^|^ ^|1|0|7|^N^|0|0|^ ^|^ ^
^E217201^|^CALOTTA MM.114 grezza    2O(3)^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900000300|12000000|12000000|57000|20000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E217401^|^DISTANZIALI dis.72014 grezzi ** <100>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900010000|2000000|2000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|6|^ ^|^ ^
^E217401^|^DISTANZIALI dis.72014 grezzi ** <100>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900010000|3000000|3000000|18800|3000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|6|^ ^|^ ^
^E217402^|^DISTANZIALI dis.72015 grezzi **                      <100>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900010000|2000000|2000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|6|^ ^|^ ^
^E217402^|^DISTANZIALI dis.72015 grezzi **                      <100>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900010000|3000000|3000000|18800|3000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|6|^ ^|^ ^
