^PRODOTTO^|^DESCRIZIONE^|^COD_CICLO^|^FASE^|^OPERAZIONE^|^CL.MACCHINE^|^CL.OPERATORI LAV.^|^CL.OPERATORI ATTR.^|^ATTREZZATURA^|^T.ATTR.MACCHINA^|^T.ATTR.UOMO^|^T.LAV.MACCHINA^|^T.LAV.UOMO^|^NOTE FASE^|^TERZISTA^|^GG.LAV.EST.^|^DIRECTORY FILE DISEGNO^|^NOME FILE DISEGNO^|^N.OPER.LAV.^|^N.OPER.ATTR.^|^GG.POSTICIPO^|^SCHED.CAP.ILLIM.^|^T.ATTRAVERSAMENTO^|^NUM.IMPRONTE^|^N.RIGA^|^RIGA TESTO FASE^
^E236890^|^CASSA " U " grezzo <662>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900066200|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E236890^|^CASSA " U " grezzo <662>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900066200|12000000|12000000|100000|35000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E236900^|^GUSCIO POSTERIORE PHEBE grezzo <660>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900066000|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E236900^|^GUSCIO POSTERIORE PHEBE grezzo <660>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900066000|7500000|7500000|46000|16000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E236910^|^GUSCIO ANTERIORE PHEBE grezzo <660>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900066000|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E236910^|^GUSCIO ANTERIORE PHEBE grezzo <660>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900066000|7500000|7500000|46000|16000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E236940^|^FLANGIA ATTACCO MOTORE grezzo <663>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900066300|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E236940^|^FLANGIA ATTACCO MOTORE grezzo <663>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900066300|5500000|5500000|31000|11000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E236970^|^ATTACCO INFERIORE grezzo <666>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900066600|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E236970^|^ATTACCO INFERIORE grezzo <666>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900066600|12000000|12000000|100000|35000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E236980^|^ATTACCO SUPERIORE grezzo <667>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900066700|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E236980^|^ATTACCO SUPERIORE grezzo <667>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900066700|12000000|12000000|100000|35000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237040^|^SEMIGUSCIO RIDUTTORE DX grezzo <672>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900067200|3000000|3000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|3|^ ^|^ ^
^E237040^|^SEMIGUSCIO RIDUTTORE DX grezzo <672>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900067200|4000000|4000000|28000|10000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|3|^ ^|^ ^
^E237041^|^SEMIGUSCIO RIDUTTORE SX grezzo <672>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900067201|3000000|3000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|3|^ ^|^ ^
^E237041^|^SEMIGUSCIO RIDUTTORE SX grezzo <672>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900067201|4000000|4000000|28000|10000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|3|^ ^|^ ^
^E237050^|^CAMMA DI SBLOCCO grezzo <672>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900067200|3000000|3000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|3|^ ^|^ ^
^E237050^|^CAMMA DI SBLOCCO grezzo <672>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900067200|4000000|4000000|28000|10000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|3|^ ^|^ ^
^E237060^|^COMANDO DI SBLOCCO A FILO grezzo <672>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900067201|3000000|3000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|3|^ ^|^ ^
^E237060^|^COMANDO DI SBLOCCO A FILO grezzo <672>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900067201|4000000|4000000|28000|10000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|3|^ ^|^ ^
^E237100^|^SETTORE PROGRESSIVO grezzo <675>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900067500|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237100^|^SETTORE PROGRESSIVO grezzo <675>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900067500|12000000|12000000|63000|22000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237110^|^CARCASSA MOTORIDUTTORE 7055 grezzo <676>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900067600|8000000|8000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237110^|^CARCASSA MOTORIDUTTORE 7055 grezzo <676>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900067600|18000000|18000000|107000|37000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237111^|^CARCASSA MOTORIDUTTORE BX-243 dis. 7055/B grezza <676>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900067601|15000000|15000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237111^|^CARCASSA MOTORIDUTTORE BX-243 dis. 7055/B grezza <676>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900067601|18000000|18000000|107000|37000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237120^|^FLANGIA FRONTALE 7057 grezzo <677>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900067700|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237120^|^FLANGIA FRONTALE 7057 grezzo <677>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900067700|12000000|12000000|62000|22000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237130^|^CARCASA REDUCTOR ND_125 grezzo <679>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900067900|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E237130^|^CARCASA REDUCTOR ND_125 grezzo <679>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900067900|6000000|6000000|29000|10000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E237140^|^TAPA REDUCTOR ND_125 grezzo <680>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900068000|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E237140^|^TAPA REDUCTOR ND_125 grezzo <680>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900068000|6000000|6000000|27000|9000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E237200^|^SUPPORTO KIT BK 11A B920 0716157100V3 GREZZO<727>^|^ ^|10|^ALPREP^|^A0500^|^ ^|^FOA^|900072700|3000000|3000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|4|^ ^|^ ^
^E237200^|^SUPPORTO KIT BK 11A B920 0716157100V3 GREZZO<727>^|^ ^|40|^ALAUT^|^A0500^|^FOG^|^FOA^|900072700|6000000|6000000|20000|7000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|4|^ ^|^ ^
^E237300^|^NUOVA FLANGIA DI TRASCINAMENTO grezzo <728>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900072800|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E237300^|^NUOVA FLANGIA DI TRASCINAMENTO grezzo <728>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900072800|6000000|6000000|30000|11000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E237310^|^CONTROPIASTRA FISSAGGIO MOTORE grezzo <729>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900072900|12000000|12000000|75000|26000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237320^|^STAFFA ATTACCO BRACCIO LAV. grezzo <654.01>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900065401|12000000|12000000|57000|20000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237330^|^BASE X SCORREVOLE grezza <731>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900073100|12000000|12000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237330^|^BASE X SCORREVOLE grezza <731>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900073100|18000000|18000000|117000|41000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237340^|^CALOTTA MOTORE INFERIORE x SCORREVOLE grezza <732>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900108900|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237340^|^CALOTTA MOTORE INFERIORE x SCORREVOLE grezza <732>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900108900|12000000|12000000|63000|22000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237350^|^CALOTTA MOTORE SUPERIORE x SCORREVOLE grezza <900108900>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900073200|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237350^|^CALOTTA MOTORE SUPERIORE x SCORREVOLE grezza <900108900>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900073200|12000000|12000000|63000|22000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237360^|^FLANGIA POSTERIORE x SCORREVOL E  grezza <900109000>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900109000|6000000|6000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237360^|^FLANGIA POSTERIORE x SCORREVOL E  grezza <900109000>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900109000|4000000|4000000|67000|23000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237370^|^LEVA SBLOCCO SCORR. GREZZA <733> DY SBLO-VE-001^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900073300|6000000|6000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237370^|^LEVA SBLOCCO SCORR. GREZZA <733> DY SBLO-VE-001^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900073300|9000000|9000000|58000|20000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237380^|^GUSCIO SUPERIORE BATTENTE grezzo <73400>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900073400|12000000|12000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237380^|^GUSCIO SUPERIORE BATTENTE grezzo <73400>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900073400|18000000|18000000|107000|37000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237390^|^GUSCIO INFERIORE BATTENTE grezzo <73401>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900073400|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237390^|^GUSCIO INFERIORE BATTENTE grezzo <73401>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900073400|16000000|16000000|92000|32000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237400^|^MANIGLIA SBLOCCO BATTENTE PARTE FISSA  grezza <735>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900073500|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E237400^|^MANIGLIA SBLOCCO BATTENTE PARTE FISSA  grezza <735>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900073500|6000000|6000000|29000|10000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E237410^|^MANIGLIA SBLOCCO BATTENTE PARTE MOBILE grezza <735>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900073500|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E237410^|^MANIGLIA SBLOCCO BATTENTE PARTE MOBILE grezza <735>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900073500|6000000|6000000|29000|10000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E237420^|^CALOTTA MOTORE BATTENTE grezza <736>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^ ^|900073600|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237420^|^CALOTTA MOTORE BATTENTE grezza <736>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900073600|12000000|12000000|63000|22000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237430^|^CALOTTA mod. /XABL224 CALO grezza <737>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900073700|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237430^|^CALOTTA mod. /XABL224 CALO grezza <737>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900073700|12000000|12000000|100000|35000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237440^|^CORPO cod. /XABL224 CORP grezzo <738>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900073800|12000000|12000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237440^|^CORPO cod. /XABL224 CORP grezzo <738>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900073800|15000000|15000000|100000|35000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237450^|^TESTATA cod. /XABL224 TEST grezza <739>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900073900|8000000|8000000|22000|8000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|3|^ ^|^ ^
^E237460^|^FLANGIA cod. /XABL224 FLAN grezza <739>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900073900|8000000|8000000|22000|8000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|3|^ ^|^ ^
^E237470^|^TESTATA PROFILO cod. /XABL224 TPRO grezza <739>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900073900|8000000|8000000|22000|8000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|3|^ ^|^ ^
^E237480^|^BASE SBLOCCO cod. /XABL224 BASB grezza <740>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900074000|2000000|2000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|3|^ ^|^ ^
^E237480^|^BASE SBLOCCO cod. /XABL224 BASB grezza <740>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900074000|3000000|3000000|19000|7000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|3|^ ^|^ ^
^E237490^|^LEVA SBLOCCO cod. /XABL224 LSB L grezza <740>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900074000|2000000|2000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|3|^ ^|^ ^
^E237490^|^LEVA SBLOCCO cod. /XABL224 LSB L grezza <740>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900074000|3000000|3000000|19000|7000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|3|^ ^|^ ^
^E237500^|^ANCORAGGIO cod. /XABL224 ANCO grezzo <740>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900074000|2000000|2000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|3|^ ^|^ ^
^E237500^|^ANCORAGGIO cod. /XABL224 ANCO grezzo <740>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900074000|8000000|8000000|19000|7000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|3|^ ^|^ ^
^E237510^|^CALOTTA SUPERIORE cod. /XABL18 1 CAL1 grezza <741>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900074100|4000000|4000000|73000|26000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237520^|^BRACCIO PRIMARIO FACIL CB01 gr ezzo <742>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900074200|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237520^|^BRACCIO PRIMARIO FACIL CB01 gr ezzo <742>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900074200|12000000|12000000|83000|29000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237530^|^SUPPORTO "DRM" grezzo <743>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900074300|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237530^|^SUPPORTO "DRM" grezzo <743>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900074300|12000000|12000000|67000|23000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237540^|^ATTACCO PER PEDIERA/TESTIERA L ETTO JAZZ grezzo <744>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900074400|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E237540^|^ATTACCO PER PEDIERA/TESTIERA L ETTO JAZZ grezzo <744>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900074400|12000000|12000000|29000|10000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E237550^|^ATTACCO PANNELLO A MURO : SPES SORE 7 mm grezzo <745>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900074500|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E237550^|^ATTACCO PANNELLO A MURO : SPES SORE 7 mm grezzo <745>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900074500|12000000|12000000|29000|10000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E237560^|^ATTACCO PANNELLO A MURO : SPES SORE 15 mm grezzo <745>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900074500|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E237560^|^ATTACCO PANNELLO A MURO : SPES SORE 15 mm grezzo <745>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900074500|12000000|12000000|29000|10000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E237570^|^MANIGLIA QUADRA 110 x 110 mm grezza <746>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900074600|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237570^|^MANIGLIA QUADRA 110 x 110 mm grezza <746>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900074600|4000000|4000000|67000|23000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237580^|^CORNER T4 grezzo <747>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900074700|2000000|2000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237580^|^CORNER T4 grezzo <747>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900074700|4000000|4000000|75000|26000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237590^|^CORNER T8 grezzo <747>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900074701|2000000|2000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237590^|^CORNER T8 grezzo <747>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900074701|4000000|4000000|75000|26000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237600^|^CORPO FRULLATORE B98 grezzo <7 48>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900074800|2000000|2000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237600^|^CORPO FRULLATORE B98 grezzo <7 48>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900074800|4000000|4000000|100000|35000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237610^|^CORPO ROMPIGHIACCIO V90 grezz o <749>^|^ ^|10|^ALPREP^|^A1000^|^ ^|^FOA^|900074900|2000000|2000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237610^|^CORPO ROMPIGHIACCIO V90 grezz o <749>^|^ ^|40|^ALAUT^|^A1000^|^FOG^|^FOA^|900074900|4000000|4000000|100000|35000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237620^|^TAPPO PER MANIGLIA CON DOPPIA PRESA grezzo <750>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900075000|2250000|2250000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|4|^ ^|^ ^
^E237620^|^TAPPO PER MANIGLIA CON DOPPIA PRESA grezzo <750>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900075000|6000000|6000000|15000|5000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|4|^ ^|^ ^
^E237630^|^PARTE INTERNA KIT USCITA POSTE RIORE grezza <751>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900075100|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237630^|^PARTE INTERNA KIT USCITA POSTE RIORE grezza <751>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900075100|4000000|4000000|83000|29000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237640^|^TUBO FUMI USCITA POST. LATERAL E grezzo <752>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900075200|9000000|9000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|1|^ ^|^ ^
^E237640^|^TUBO FUMI USCITA POST. LATERAL E grezzo <752>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900075200|4000000|4000000|67000|23000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|1|^ ^|^ ^
^E237650^|^COPERCHIO BAE 920A -grezzo_ cod.0715724100V5 <753>^|^ ^|10|^ALPREP^|^A0500^|^ ^|^FOA^|900075300|6000000|6000000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E237650^|^COPERCHIO BAE 920A -grezzo_ cod.0715724100V5 <753>^|^ ^|40|^ALAUT^|^A0500^|^FOG^|^FOA^|900075300|12000000|12000000|38000|13000|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E237690^|^CALOTTA POSTERIORE MEC71 DA110 GREZZO -cod.2263- <763>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900076300|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
^E237690^|^CALOTTA POSTERIORE MEC71 DA110 GREZZO -cod.2263- <763>^|^ ^|40|^ALAUT^|^A0350^|^FOG^|^FOA^|900076300|6000000|6000000|25000|11670|^ ^|^ ^|7|^ ^|^ ^|1|2|0|^N^|0|2|^ ^|^ ^
^E237700^|^CALOTTA ANTERIORE MEC71 DA110 GREZZO -cod.2262- <763>^|^ ^|10|^ALPREP^|^A0350^|^ ^|^FOA^|900076300|4500000|4500000|0|0|^ ^|^ ^|0|^ ^|^ ^|0|1|0|^N^|0|2|^ ^|^ ^
